,Fold 0,Fold 1,Fold 2,Fold 3,Fold 4
C18-neg_Cluster_0190: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0191: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0192: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0193: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0194: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0195: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0196: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0197: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0198: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0199: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0200: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0201: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0202: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0203: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0204: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0205: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0206: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0207: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0208: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0209: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0210: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0211: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0212: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0213: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0214: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0215: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0216: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0217: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0218: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0219: 2-hydroxyhexadecanoate,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0220: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0221: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0222: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0223: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0224: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0225: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0226: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0227: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0228: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0229: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0230: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0231: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0232: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0233: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0234: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0235: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0236: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0237: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0238: NA,0.0,0.0,0.0,-0.27500938878612263,-0.10413032248195721
C18-neg_Cluster_0239: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0240: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0241: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0242: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0243: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0244: alpha-linolenic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0245: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0246: linoleic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0247: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0248: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0249: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0250: oleic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0251: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0252: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0253: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0254: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0255: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0256: stearic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0257: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0258: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0259: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0260: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0261: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0262: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0263: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0264: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0265: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0266: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0267: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0268: hexadecanedioic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0269: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0270: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0271: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0272: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0273: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0274: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0275: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0276: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0277: NA,0.0,-0.061025800299391454,0.0,-0.033359476976248914,-0.1915410924514982
C18-neg_Cluster_0278: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0279: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0280: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0281: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0282: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0283: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0284: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0285: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0286: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0287: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0288: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0289: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0290: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0291: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0292: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0293: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0294: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0295: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0296: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0297: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0298: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0299: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0300: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0301: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0302: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0303: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0304: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0305: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0306: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0307: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0308: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0309: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0310: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0311: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0312: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0313: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0314: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0315: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0316: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0317: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0318: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0319: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0320: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0321: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0322: NA,0.0,0.0,0.0,0.00672638966652401,0.0
C18-neg_Cluster_0323: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0324: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0325: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0326: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0327: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0328: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0329: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0330: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0331: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0332: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0333: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0334: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0335: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0336: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0337: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0338: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0339: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0340: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0341: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0342: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0343: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0344: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0345: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0346: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0347: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0348: NA,0.0,0.0,-0.13103215027914783,0.0,0.0
C18-neg_Cluster_0349: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0350: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0351: eicosapentaenoic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0352: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0353: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0354: arachidonic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0355: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0356: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0357: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0358: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0359: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0360: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0361: eicosatrienoic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0362: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0363: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0364: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0365: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0366: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0367: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_0368: NA,0.0,0.0,0.0,0.0,0.0
