,Glycine,4-Hydroxybenzoate,Lactate,Indole-3-acetate,2'-Deoxyuridine,2'-Deoxyinosine,Valerate,Carnitine,Valine,Glucose,5-Aminopentanoate,2-Oxoglutarate,Isobutyrate,Isoleucine,Choline,Formate,Serine,Allantoin,Pyruvate,Cadaverine,Lysine,N-Acetylglucosamine,Ornithine,3-Phenyllactate,4-Hydroxyphenylacetate,Acetoin,Phenylacetate,Glutamine,Xylose,Arginine,Succinate,Phenol,N-Acetylneuraminate,4-Hydroxyphenyllactate,Taurine,N-Methylhydantoin,"N,N-Dimethylglycine",Cytosine,O-Acetylcarnitine,Tyramine,2-Hydroxyglutarate,Fumarate,Isovalerate,Trimethylamine,Uracil,Acetate,Betaine,Guanosine,Tyrosine,Uridine,beta-Pseudouridine,Citrate,Putrescine,3-Hydroxybutyrate,Histidine,2-Aminobutyrate,Methionine,Propionate,Sarcosine,Inosine,2-Hydroxybutyrate,Cytidine,Creatinine,Leucine,Creatine,Dimethylamine,Thymidine,Lactose,Glycerol,Ethanolamine,Acetaminophen,Glutarate,Tryptophan,Malate,Butyrate,Phenylalanine,Ascorbate,Indole-3-lactate,Arabinose,Nicotinate,Asparagine,Propylene glycol,DL-methionine-sulfoxide,Methylsuccinate,Pyroglutamate,Desaminotyrosine,Hypoxanthine,Proline,Threonine,"5,6-Dihydrouracil",Thymine,"1,3-Dihydroxyacetone",Aspartate,Isopropanol,Fucose,Ethanol,Galactose,Alanine,Urea,p-Cresol,Ribose,Citrulline,Urocanate,N-Carbamoyl-beta-alanine,Glutamate,myo-Inositol,4-Aminobutyrate,Methylamine,Methanol,beta-Alanine
Glutamine,0.2318840579710145,0.2898550724637681,0.2028985507246377,0.427536231884058,0.427536231884058,0.5579710144927537,0.21014492753623187,0.15942028985507245,0.13768115942028986,0.26811594202898553,0.15217391304347827,0.09420289855072464,0.2391304347826087,0.11594202898550725,0.2463768115942029,0.3333333333333333,0.13043478260869565,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.09420289855072464,0.2898550724637681,0.07246376811594203,0.5507246376811594,0.2826086956521739,0.2391304347826087,0.3333333333333333,0.0,0.2536231884057971,0.10869565217391304,0.12318840579710146,0.427536231884058,0.5072463768115942,0.2391304347826087,0.17391304347826086,0.3333333333333333,0.18840579710144928,0.34057971014492755,0.2028985507246377,0.3188405797101449,0.06521739130434782,0.14492753623188406,0.2028985507246377,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.21014492753623187,0.5797101449275363,0.2246376811594203,0.43478260869565216,0.43478260869565216,0.18840579710144928,0.2391304347826087,0.16666666666666666,0.2028985507246377,0.16666666666666666,0.12318840579710146,0.26811594202898553,0.2028985507246377,0.5652173913043478,0.16666666666666666,0.41304347826086957,0.32608695652173914,0.11594202898550725,0.07971014492753623,0.36231884057971014,0.427536231884058,0.7028985507246377,0.18115942028985507,0.2826086956521739,0.2971014492753623,0.10144927536231885,0.3695652173913043,0.10144927536231885,0.2318840579710145,0.2753623188405797,0.2318840579710145,0.3695652173913043,0.2536231884057971,0.34057971014492755,0.036231884057971016,0.2536231884057971,0.057971014492753624,0.10144927536231885,0.2608695652173913,0.2753623188405797,0.43478260869565216,0.3115942028985507,0.10144927536231885,0.34782608695652173,0.3188405797101449,0.1956521739130435,0.07246376811594203,0.32608695652173914,0.2463768115942029,0.35507246376811596,0.26811594202898553,0.2028985507246377,0.2608695652173913,0.41304347826086957,0.21739130434782608,0.09420289855072464,0.2608695652173913,0.057971014492753624,0.036231884057971016,0.30434782608695654,0.17391304347826086,0.38405797101449274,0.38405797101449274,0.1956521739130435
Xylose,0.2971014492753623,0.21014492753623187,0.2536231884057971,0.3333333333333333,0.2463768115942029,0.37681159420289856,0.3188405797101449,0.35507246376811596,0.2753623188405797,0.11594202898550725,0.30434782608695654,0.2463768115942029,0.2898550724637681,0.2971014492753623,0.34057971014492755,0.35507246376811596,0.2391304347826087,0.18115942028985507,0.2826086956521739,0.35507246376811596,0.30434782608695654,0.2246376811594203,0.2826086956521739,0.5289855072463768,0.2318840579710145,0.2898550724637681,0.2971014492753623,0.2536231884057971,0.0,0.36231884057971014,0.2463768115942029,0.3188405797101449,0.5144927536231884,0.2318840579710145,0.26811594202898553,0.21014492753623187,0.2971014492753623,0.2463768115942029,0.41304347826086957,0.26811594202898553,0.2318840579710145,0.2391304347826087,0.2971014492753623,0.3695652173913043,0.2246376811594203,0.32608695652173914,0.3333333333333333,0.45652173913043476,0.2463768115942029,0.2826086956521739,0.2971014492753623,0.35507246376811596,0.34782608695652173,0.2608695652173913,0.2391304347826087,0.2753623188405797,0.30434782608695654,0.3188405797101449,0.2971014492753623,0.38405797101449274,0.2608695652173913,0.2898550724637681,0.21739130434782608,0.2971014492753623,0.2608695652173913,0.38405797101449274,0.2753623188405797,0.6086956521739131,0.2608695652173913,0.3333333333333333,0.2463768115942029,0.2536231884057971,0.3333333333333333,0.2246376811594203,0.3115942028985507,0.2971014492753623,0.15217391304347827,0.3188405797101449,0.0,0.2753623188405797,0.2463768115942029,0.2898550724637681,0.2826086956521739,0.2246376811594203,0.18115942028985507,0.26811594202898553,0.26811594202898553,0.2318840579710145,0.2391304347826087,0.21014492753623187,0.18115942028985507,0.2753623188405797,0.2246376811594203,0.3333333333333333,0.036231884057971016,0.36231884057971014,0.11594202898550725,0.26811594202898553,0.3115942028985507,0.2898550724637681,0.050724637681159424,0.3333333333333333,0.26811594202898553,0.2391304347826087,0.2318840579710145,0.15217391304347827,0.2971014492753623,0.391304347826087,0.37681159420289856,0.2898550724637681
Arginine,0.32608695652173914,0.38405797101449274,0.3115942028985507,0.4782608695652174,0.4782608695652174,0.6086956521739131,0.2898550724637681,0.21014492753623187,0.2318840579710145,0.30434782608695654,0.21739130434782608,0.2028985507246377,0.3333333333333333,0.1956521739130435,0.34057971014492755,0.427536231884058,0.2391304347826087,0.2826086956521739,0.32608695652173914,0.2826086956521739,0.11594202898550725,0.3115942028985507,0.15217391304347827,0.6159420289855072,0.36231884057971014,0.3333333333333333,0.41304347826086957,0.10869565217391304,0.36231884057971014,0.0,0.2318840579710145,0.5072463768115942,0.47101449275362317,0.30434782608695654,0.2826086956521739,0.427536231884058,0.2826086956521739,0.43478260869565216,0.21014492753623187,0.39855072463768115,0.17391304347826086,0.2536231884057971,0.2971014492753623,0.4420289855072464,0.4420289855072464,0.39855072463768115,0.30434782608695654,0.6014492753623188,0.2898550724637681,0.4855072463768116,0.47101449275362317,0.1956521739130435,0.30434782608695654,0.2753623188405797,0.26811594202898553,0.2608695652173913,0.2028985507246377,0.36231884057971014,0.2971014492753623,0.6159420289855072,0.2753623188405797,0.4492753623188406,0.42028985507246375,0.1956521739130435,0.15942028985507245,0.45652173913043476,0.4782608695652174,0.6666666666666666,0.2898550724637681,0.37681159420289856,0.36231884057971014,0.1956521739130435,0.42028985507246375,0.21014492753623187,0.32608695652173914,0.32608695652173914,0.2826086956521739,0.43478260869565216,0.36231884057971014,0.42028985507246375,0.14492753623188406,0.34782608695652173,0.16666666666666666,0.21014492753623187,0.3695652173913043,0.34057971014492755,0.5289855072463768,0.4057971014492754,0.21014492753623187,0.4420289855072464,0.41304347826086957,0.30434782608695654,0.18115942028985507,0.42028985507246375,0.32608695652173914,0.4492753623188406,0.30434782608695654,0.2971014492753623,0.35507246376811596,0.4927536231884058,0.32608695652173914,0.028985507246376812,0.34057971014492755,0.15217391304347827,0.14492753623188406,0.32608695652173914,0.2536231884057971,0.4782608695652174,0.4782608695652174,0.2898550724637681
Succinate,0.15217391304347827,0.2246376811594203,0.09420289855072464,0.36231884057971014,0.391304347826087,0.5362318840579711,0.11594202898550725,0.16666666666666666,0.11594202898550725,0.30434782608695654,0.11594202898550725,0.08695652173913043,0.13043478260869565,0.12318840579710146,0.18115942028985507,0.2246376811594203,0.07971014492753623,0.2536231884057971,0.10869565217391304,0.21014492753623187,0.15942028985507245,0.35507246376811596,0.12318840579710146,0.5289855072463768,0.21739130434782608,0.13043478260869565,0.26811594202898553,0.12318840579710146,0.2463768115942029,0.2318840579710145,0.0,0.3333333333333333,0.6014492753623188,0.2028985507246377,0.09420289855072464,0.2246376811594203,0.09420289855072464,0.2753623188405797,0.21014492753623187,0.2826086956521739,0.10144927536231885,0.021739130434782608,0.10869565217391304,0.2536231884057971,0.2391304347826087,0.1956521739130435,0.15942028985507245,0.6304347826086957,0.2318840579710145,0.45652173913043476,0.4855072463768116,0.2536231884057971,0.18840579710144928,0.057971014492753624,0.21014492753623187,0.08695652173913043,0.11594202898550725,0.15942028985507245,0.10869565217391304,0.572463768115942,0.057971014492753624,0.463768115942029,0.2318840579710145,0.12318840579710146,0.11594202898550725,0.26811594202898553,0.42028985507246375,0.7681159420289855,0.10144927536231885,0.2028985507246377,0.2463768115942029,0.036231884057971016,0.36231884057971014,0.07971014492753623,0.12318840579710146,0.2391304347826087,0.2536231884057971,0.3333333333333333,0.2463768115942029,0.2608695652173913,0.10144927536231885,0.14492753623188406,0.09420289855072464,0.10869565217391304,0.18115942028985507,0.21014492753623187,0.38405797101449274,0.21739130434782608,0.09420289855072464,0.2391304347826087,0.2391304347826087,0.08695652173913043,0.07971014492753623,0.21739130434782608,0.2391304347826087,0.2463768115942029,0.30434782608695654,0.12318840579710146,0.2246376811594203,0.3188405797101449,0.21014492753623187,0.21739130434782608,0.1956521739130435,0.07971014492753623,0.10144927536231885,0.34057971014492755,0.09420289855072464,0.2898550724637681,0.2753623188405797,0.11594202898550725
Phenol,0.26811594202898553,0.16666666666666666,0.26811594202898553,0.2753623188405797,0.43478260869565216,0.5362318840579711,0.2318840579710145,0.38405797101449274,0.2898550724637681,0.42028985507246375,0.30434782608695654,0.4057971014492754,0.21739130434782608,0.3115942028985507,0.21014492753623187,0.21014492753623187,0.32608695652173914,0.38405797101449274,0.2536231884057971,0.26811594202898553,0.391304347826087,0.5289855072463768,0.3695652173913043,0.5579710144927537,0.2028985507246377,0.21739130434782608,0.12318840579710146,0.427536231884058,0.3188405797101449,0.5072463768115942,0.3333333333333333,0.0,0.8043478260869565,0.30434782608695654,0.32608695652173914,0.1956521739130435,0.2536231884057971,0.14492753623188406,0.4855072463768116,0.15217391304347827,0.42028985507246375,0.32608695652173914,0.2246376811594203,0.21014492753623187,0.13768115942028986,0.21014492753623187,0.2898550724637681,0.6739130434782609,0.30434782608695654,0.5144927536231884,0.5289855072463768,0.5579710144927537,0.2608695652173913,0.2753623188405797,0.2826086956521739,0.2753623188405797,0.3333333333333333,0.21739130434782608,0.26811594202898553,0.6014492753623188,0.2753623188405797,0.5217391304347826,0.2028985507246377,0.3115942028985507,0.37681159420289856,0.1956521739130435,0.4782608695652174,0.9130434782608695,0.2898550724637681,0.2318840579710145,0.18840579710144928,0.35507246376811596,0.37681159420289856,0.39855072463768115,0.2246376811594203,0.2246376811594203,0.41304347826086957,0.37681159420289856,0.3188405797101449,0.10144927536231885,0.4057971014492754,0.2318840579710145,0.38405797101449274,0.41304347826086957,0.2246376811594203,0.2391304347826087,0.21014492753623187,0.17391304347826086,0.34057971014492755,0.15217391304347827,0.16666666666666666,0.2753623188405797,0.39855072463768115,0.17391304347826086,0.34057971014492755,0.17391304347826086,0.42028985507246375,0.26811594202898553,0.26811594202898553,0.043478260869565216,0.35507246376811596,0.5072463768115942,0.21014492753623187,0.39855072463768115,0.42028985507246375,0.4420289855072464,0.2826086956521739,0.2028985507246377,0.17391304347826086,0.2753623188405797
N-Acetylneuraminate,0.7246376811594203,0.6376811594202898,0.6956521739130435,0.644927536231884,0.4855072463768116,0.572463768115942,0.7028985507246377,0.5652173913043478,0.6304347826086957,0.427536231884058,0.644927536231884,0.5289855072463768,0.7318840579710145,0.5942028985507246,0.7391304347826086,0.8260869565217391,0.6231884057971014,0.5217391304347826,0.7101449275362319,0.7246376811594203,0.5579710144927537,0.3188405797101449,0.5797101449275363,0.6231884057971014,0.6014492753623188,0.7318840579710145,0.6811594202898551,0.5072463768115942,0.5144927536231884,0.47101449275362317,0.6014492753623188,0.8043478260869565,0.0,0.5,0.6666666666666666,0.6956521739130435,0.6811594202898551,0.717391304347826,0.463768115942029,0.6521739130434783,0.5,0.6231884057971014,0.6956521739130435,0.8405797101449275,0.7246376811594203,0.7971014492753623,0.7028985507246377,0.43478260869565216,0.5,0.42028985507246375,0.4057971014492754,0.37681159420289856,0.7463768115942029,0.6594202898550725,0.5797101449275363,0.6594202898550725,0.6159420289855072,0.7608695652173914,0.6956521739130435,0.5072463768115942,0.6594202898550725,0.41304347826086957,0.6884057971014492,0.5942028985507246,0.5869565217391305,0.855072463768116,0.45652173913043476,0.26811594202898553,0.6739130434782609,0.7753623188405797,0.6159420289855072,0.5797101449275363,0.5434782608695652,0.5362318840579711,0.7246376811594203,0.5797101449275363,0.4492753623188406,0.5434782608695652,0.5144927536231884,0.717391304347826,0.5434782608695652,0.7463768115942029,0.5507246376811594,0.5217391304347826,0.6376811594202898,0.5652173913043478,0.7681159420289855,0.6884057971014492,0.5942028985507246,0.7101449275362319,0.6811594202898551,0.6884057971014492,0.5362318840579711,0.8188405797101449,0.4782608695652174,0.8478260869565217,0.427536231884058,0.6956521739130435,0.7681159420289855,0.7608695652173914,0.5217391304347826,0.45652173913043476,0.6521739130434783,0.5652173913043478,0.5,0.43478260869565216,0.6666666666666666,0.8768115942028986,0.8768115942028986,0.6884057971014492
4-Hydroxyphenyllactate,0.3115942028985507,0.13768115942028986,0.26811594202898553,0.2028985507246377,0.2028985507246377,0.34782608695652173,0.2898550724637681,0.2536231884057971,0.2463768115942029,0.2463768115942029,0.2608695652173913,0.2318840579710145,0.30434782608695654,0.2246376811594203,0.34057971014492755,0.39855072463768115,0.2246376811594203,0.2246376811594203,0.2971014492753623,0.35507246376811596,0.2463768115942029,0.26811594202898553,0.2391304347826087,0.3695652173913043,0.10144927536231885,0.30434782608695654,0.18115942028985507,0.2391304347826087,0.2318840579710145,0.30434782608695654,0.2028985507246377,0.30434782608695654,0.5,0.0,0.2826086956521739,0.2826086956521739,0.26811594202898553,0.2318840579710145,0.2536231884057971,0.18115942028985507,0.21739130434782608,0.2246376811594203,0.26811594202898553,0.427536231884058,0.2246376811594203,0.3695652173913043,0.30434782608695654,0.427536231884058,0.028985507246376812,0.2536231884057971,0.2826086956521739,0.3115942028985507,0.36231884057971014,0.2318840579710145,0.13768115942028986,0.2463768115942029,0.2463768115942029,0.3333333333333333,0.2971014492753623,0.3695652173913043,0.2318840579710145,0.2608695652173913,0.2898550724637681,0.2246376811594203,0.2463768115942029,0.4420289855072464,0.21739130434782608,0.6521739130434783,0.2608695652173913,0.37681159420289856,0.13043478260869565,0.1956521739130435,0.17391304347826086,0.21014492753623187,0.3115942028985507,0.09420289855072464,0.1956521739130435,0.14492753623188406,0.2318840579710145,0.21739130434782608,0.2318840579710145,0.3188405797101449,0.2246376811594203,0.21014492753623187,0.1956521739130435,0.07971014492753623,0.32608695652173914,0.2608695652173913,0.2246376811594203,0.2391304347826087,0.21014492753623187,0.2753623188405797,0.21014492753623187,0.391304347826087,0.1956521739130435,0.42028985507246375,0.2463768115942029,0.2826086956521739,0.3695652173913043,0.2608695652173913,0.2246376811594203,0.2898550724637681,0.1956521739130435,0.2246376811594203,0.21739130434782608,0.2971014492753623,0.26811594202898553,0.463768115942029,0.4492753623188406,0.2898550724637681
Taurine,0.10144927536231885,0.2463768115942029,0.10144927536231885,0.38405797101449274,0.427536231884058,0.5579710144927537,0.15217391304347827,0.2028985507246377,0.13768115942028986,0.34057971014492755,0.13768115942028986,0.18115942028985507,0.15217391304347827,0.15942028985507245,0.15942028985507245,0.18840579710144928,0.07246376811594203,0.2753623188405797,0.11594202898550725,0.2028985507246377,0.1956521739130435,0.391304347826087,0.15942028985507245,0.5942028985507246,0.2391304347826087,0.15217391304347827,0.2898550724637681,0.17391304347826086,0.26811594202898553,0.2826086956521739,0.09420289855072464,0.32608695652173914,0.6666666666666666,0.2826086956521739,0.0,0.2318840579710145,0.11594202898550725,0.2536231884057971,0.2753623188405797,0.2608695652173913,0.18115942028985507,0.08695652173913043,0.14492753623188406,0.2318840579710145,0.2463768115942029,0.17391304347826086,0.16666666666666666,0.6521739130434783,0.26811594202898553,0.4927536231884058,0.5217391304347826,0.3188405797101449,0.18115942028985507,0.09420289855072464,0.2463768115942029,0.09420289855072464,0.13768115942028986,0.15217391304347827,0.08695652173913043,0.6086956521739131,0.09420289855072464,0.4855072463768116,0.2246376811594203,0.15942028985507245,0.13768115942028986,0.21739130434782608,0.45652173913043476,0.8188405797101449,0.09420289855072464,0.13768115942028986,0.2536231884057971,0.13043478260869565,0.39855072463768115,0.15942028985507245,0.13043478260869565,0.2753623188405797,0.30434782608695654,0.38405797101449274,0.26811594202898553,0.2826086956521739,0.15217391304347827,0.13768115942028986,0.11594202898550725,0.17391304347826086,0.2028985507246377,0.2608695652173913,0.391304347826087,0.2391304347826087,0.11594202898550725,0.2463768115942029,0.2463768115942029,0.07971014492753623,0.14492753623188406,0.21014492753623187,0.2753623188405797,0.21014492753623187,0.34057971014492755,0.10144927536231885,0.17391304347826086,0.32608695652173914,0.2463768115942029,0.26811594202898553,0.21739130434782608,0.13043478260869565,0.16666666666666666,0.37681159420289856,0.10144927536231885,0.2391304347826087,0.2391304347826087,0.07971014492753623
N-Methylhydantoin,0.2028985507246377,0.15942028985507245,0.18840579710144928,0.2536231884057971,0.35507246376811596,0.47101449275362317,0.21014492753623187,0.3188405797101449,0.2246376811594203,0.32608695652173914,0.2391304347826087,0.3115942028985507,0.18115942028985507,0.2608695652173913,0.2608695652173913,0.2028985507246377,0.2318840579710145,0.21739130434782608,0.17391304347826086,0.3188405797101449,0.3115942028985507,0.42028985507246375,0.2753623188405797,0.4927536231884058,0.1956521739130435,0.18115942028985507,0.2028985507246377,0.3333333333333333,0.21014492753623187,0.427536231884058,0.2246376811594203,0.1956521739130435,0.6956521739130435,0.2826086956521739,0.2318840579710145,0.0,0.18840579710144928,0.12318840579710146,0.4057971014492754,0.2463768115942029,0.32608695652173914,0.21739130434782608,0.2028985507246377,0.2463768115942029,0.08695652173913043,0.17391304347826086,0.2391304347826087,0.5942028985507246,0.2826086956521739,0.42028985507246375,0.4492753623188406,0.4782608695652174,0.2971014492753623,0.1956521739130435,0.2028985507246377,0.21014492753623187,0.26811594202898553,0.18115942028985507,0.2028985507246377,0.5362318840579711,0.1956521739130435,0.427536231884058,0.036231884057971016,0.2608695652173913,0.26811594202898553,0.2463768115942029,0.38405797101449274,0.8188405797101449,0.2246376811594203,0.2536231884057971,0.1956521739130435,0.2608695652173913,0.3115942028985507,0.2898550724637681,0.18840579710144928,0.2608695652173913,0.2753623188405797,0.3115942028985507,0.21014492753623187,0.13768115942028986,0.2971014492753623,0.21014492753623187,0.2898550724637681,0.3188405797101449,0.08695652173913043,0.2318840579710145,0.18840579710144928,0.10869565217391304,0.2318840579710145,0.07246376811594203,0.08695652173913043,0.1956521739130435,0.2898550724637681,0.21014492753623187,0.2463768115942029,0.2246376811594203,0.32608695652173914,0.2028985507246377,0.2318840579710145,0.16666666666666666,0.21739130434782608,0.427536231884058,0.14492753623188406,0.2898550724637681,0.32608695652173914,0.34782608695652173,0.21739130434782608,0.26811594202898553,0.2391304347826087,0.21014492753623187
"N,N-Dimethylglycine",0.08695652173913043,0.21739130434782608,0.07246376811594203,0.32608695652173914,0.4420289855072464,0.572463768115942,0.06521739130434782,0.15942028985507245,0.06521739130434782,0.35507246376811596,0.09420289855072464,0.18115942028985507,0.050724637681159424,0.08695652173913043,0.10144927536231885,0.14492753623188406,0.07246376811594203,0.2753623188405797,0.07246376811594203,0.17391304347826086,0.16666666666666666,0.4057971014492754,0.13043478260869565,0.5507246376811594,0.21014492753623187,0.050724637681159424,0.2028985507246377,0.18840579710144928,0.2971014492753623,0.2826086956521739,0.09420289855072464,0.2536231884057971,0.6811594202898551,0.26811594202898553,0.11594202898550725,0.18840579710144928,0.0,0.2391304347826087,0.2608695652173913,0.2463768115942029,0.1956521739130435,0.10144927536231885,0.028985507246376812,0.15942028985507245,0.2318840579710145,0.11594202898550725,0.07971014492753623,0.6666666666666666,0.2536231884057971,0.5072463768115942,0.5362318840579711,0.34782608695652173,0.15217391304347827,0.036231884057971016,0.21739130434782608,0.021739130434782608,0.09420289855072464,0.07971014492753623,0.057971014492753624,0.6231884057971014,0.036231884057971016,0.5,0.1956521739130435,0.08695652173913043,0.12318840579710146,0.17391304347826086,0.47101449275362317,0.8478260869565217,0.09420289855072464,0.15217391304347827,0.1956521739130435,0.13043478260869565,0.35507246376811596,0.15942028985507245,0.057971014492753624,0.2028985507246377,0.30434782608695654,0.3695652173913043,0.2971014492753623,0.1956521739130435,0.15217391304347827,0.09420289855072464,0.14492753623188406,0.18840579710144928,0.2028985507246377,0.2318840579710145,0.37681159420289856,0.18115942028985507,0.10144927536231885,0.2318840579710145,0.2318840579710145,0.07971014492753623,0.14492753623188406,0.13768115942028986,0.2898550724637681,0.16666666666666666,0.35507246376811596,0.057971014492753624,0.15942028985507245,0.2536231884057971,0.2608695652173913,0.2826086956521739,0.21739130434782608,0.14492753623188406,0.18115942028985507,0.391304347826087,0.057971014492753624,0.21014492753623187,0.1956521739130435,0.06521739130434782
Cytosine,0.21014492753623187,0.13768115942028986,0.2391304347826087,0.2463768115942029,0.34782608695652173,0.463768115942029,0.2753623188405797,0.38405797101449274,0.2318840579710145,0.36231884057971014,0.2463768115942029,0.36231884057971014,0.2463768115942029,0.26811594202898553,0.2971014492753623,0.2391304347826087,0.2391304347826087,0.2391304347826087,0.2536231884057971,0.2971014492753623,0.3188405797101449,0.4420289855072464,0.2826086956521739,0.5434782608695652,0.17391304347826086,0.2463768115942029,0.18115942028985507,0.34057971014492755,0.2463768115942029,0.43478260869565216,0.2753623188405797,0.14492753623188406,0.717391304347826,0.2318840579710145,0.2536231884057971,0.12318840579710146,0.2391304347826087,0.0,0.47101449275362317,0.15217391304347827,0.34782608695652173,0.26811594202898553,0.26811594202898553,0.2826086956521739,0.050724637681159424,0.2391304347826087,0.2898550724637681,0.572463768115942,0.21739130434782608,0.41304347826086957,0.4420289855072464,0.5,0.2753623188405797,0.2463768115942029,0.18115942028985507,0.21739130434782608,0.2753623188405797,0.2463768115942029,0.2246376811594203,0.5289855072463768,0.2463768115942029,0.4057971014492754,0.08695652173913043,0.26811594202898553,0.2753623188405797,0.26811594202898553,0.37681159420289856,0.855072463768116,0.2463768115942029,0.2318840579710145,0.14492753623188406,0.3115942028985507,0.2898550724637681,0.3115942028985507,0.2536231884057971,0.1956521739130435,0.34057971014492755,0.30434782608695654,0.2463768115942029,0.11594202898550725,0.30434782608695654,0.2463768115942029,0.3115942028985507,0.34057971014492755,0.15217391304347827,0.21014492753623187,0.16666666666666666,0.13043478260869565,0.2391304347826087,0.06521739130434782,0.09420289855072464,0.2463768115942029,0.2971014492753623,0.2608695652173913,0.2826086956521739,0.2608695652173913,0.36231884057971014,0.21014492753623187,0.21014492753623187,0.13043478260869565,0.2826086956521739,0.43478260869565216,0.15217391304347827,0.2971014492753623,0.3333333333333333,0.38405797101449274,0.2246376811594203,0.2608695652173913,0.2608695652173913,0.21739130434782608
O-Acetylcarnitine,0.34782608695652173,0.36231884057971014,0.30434782608695654,0.427536231884058,0.4420289855072464,0.5869565217391305,0.26811594202898553,0.11594202898550725,0.2536231884057971,0.39855072463768115,0.2536231884057971,0.1956521739130435,0.3115942028985507,0.21739130434782608,0.2898550724637681,0.4057971014492754,0.2753623188405797,0.4057971014492754,0.2898550724637681,0.34782608695652173,0.21014492753623187,0.3333333333333333,0.2318840579710145,0.5072463768115942,0.32608695652173914,0.3115942028985507,0.36231884057971014,0.2028985507246377,0.41304347826086957,0.21014492753623187,0.21014492753623187,0.4855072463768116,0.463768115942029,0.2536231884057971,0.2753623188405797,0.4057971014492754,0.2608695652173913,0.47101449275362317,0.0,0.391304347826087,0.1956521739130435,0.2318840579710145,0.2753623188405797,0.42028985507246375,0.4492753623188406,0.37681159420289856,0.2536231884057971,0.6376811594202898,0.26811594202898553,0.4782608695652174,0.4927536231884058,0.2028985507246377,0.3695652173913043,0.26811594202898553,0.3333333333333333,0.2826086956521739,0.2246376811594203,0.34057971014492755,0.30434782608695654,0.6086956521739131,0.26811594202898553,0.47101449275362317,0.427536231884058,0.21739130434782608,0.2536231884057971,0.43478260869565216,0.4420289855072464,0.6594202898550725,0.3115942028985507,0.39855072463768115,0.34057971014492755,0.17391304347826086,0.39855072463768115,0.2318840579710145,0.30434782608695654,0.30434782608695654,0.34782608695652173,0.38405797101449274,0.41304347826086957,0.39855072463768115,0.2391304347826087,0.35507246376811596,0.17391304347826086,0.2028985507246377,0.36231884057971014,0.2898550724637681,0.5507246376811594,0.41304347826086957,0.2463768115942029,0.4492753623188406,0.42028985507246375,0.2971014492753623,0.21739130434782608,0.39855072463768115,0.37681159420289856,0.427536231884058,0.39855072463768115,0.3188405797101449,0.42028985507246375,0.45652173913043476,0.37681159420289856,0.1956521739130435,0.34782608695652173,0.2318840579710145,0.18115942028985507,0.42028985507246375,0.2753623188405797,0.47101449275362317,0.45652173913043476,0.3115942028985507
Tyramine,0.2463768115942029,0.11594202898550725,0.2753623188405797,0.1956521739130435,0.32608695652173914,0.427536231884058,0.2246376811594203,0.30434782608695654,0.2391304347826087,0.34057971014492755,0.2246376811594203,0.32608695652173914,0.2536231884057971,0.2318840579710145,0.21739130434782608,0.2898550724637681,0.2753623188405797,0.2898550724637681,0.30434782608695654,0.21739130434782608,0.2826086956521739,0.37681159420289856,0.2753623188405797,0.4782608695652174,0.09420289855072464,0.2536231884057971,0.08695652173913043,0.3188405797101449,0.26811594202898553,0.39855072463768115,0.2826086956521739,0.15217391304347827,0.6521739130434783,0.18115942028985507,0.2608695652173913,0.2463768115942029,0.2463768115942029,0.15217391304347827,0.391304347826087,0.0,0.32608695652173914,0.2753623188405797,0.2318840579710145,0.2898550724637681,0.15942028985507245,0.2898550724637681,0.26811594202898553,0.5507246376811594,0.16666666666666666,0.391304347826087,0.4057971014492754,0.463768115942029,0.21014492753623187,0.2536231884057971,0.18840579710144928,0.2246376811594203,0.2391304347826087,0.2536231884057971,0.21739130434782608,0.4927536231884058,0.2536231884057971,0.38405797101449274,0.21014492753623187,0.2318840579710145,0.2971014492753623,0.2753623188405797,0.35507246376811596,0.7753623188405797,0.2391304347826087,0.1956521739130435,0.07971014492753623,0.2898550724637681,0.2536231884057971,0.3333333333333333,0.21739130434782608,0.11594202898550725,0.3188405797101449,0.26811594202898553,0.26811594202898553,0.15217391304347827,0.32608695652173914,0.2246376811594203,0.2753623188405797,0.3333333333333333,0.2028985507246377,0.11594202898550725,0.2463768115942029,0.1956521739130435,0.2898550724637681,0.17391304347826086,0.15942028985507245,0.2391304347826087,0.3188405797101449,0.26811594202898553,0.2608695652173913,0.26811594202898553,0.34057971014492755,0.2463768115942029,0.2898550724637681,0.10869565217391304,0.2753623188405797,0.39855072463768115,0.14492753623188406,0.30434782608695654,0.3115942028985507,0.391304347826087,0.21739130434782608,0.2971014492753623,0.2971014492753623,0.21014492753623187
