,Sarcosine,Phenol,Asparagine,Allantoin,Cytidine,Serine,Lysine,Thymidine,Ornithine,Glucose,Guanosine,Phenylacetate,"1,3-Dihydroxyacetone",N-Methylhydantoin,2-Aminobutyrate,Tyrosine,5-Aminopentanoate,Arginine,Hypoxanthine,Acetaminophen,Propionate,Putrescine,2-Hydroxyglutarate,Thymine,Tryptophan,Pyroglutamate,Methylamine,myo-Inositol,Threonine,Creatine,Citrulline,Proline,Propylene glycol,DL-methionine-sulfoxide,Leucine,O-Acetylcarnitine,4-Hydroxyphenyllactate,4-Hydroxyphenylacetate,Uridine,Valerate,Urocanate,Desaminotyrosine,3-Hydroxybutyrate,Valine,Betaine,Fumarate,N-Acetylneuraminate,Nicotinate,beta-Pseudouridine,Inosine,Xylose,Citrate,Phenylalanine,Arabinose,Indole-3-lactate,Uracil,Creatinine,Isovalerate,2-Oxoglutarate,Histidine,Acetoin,Pyruvate,Choline,Alanine,Isopropanol,Dimethylamine,Ethanol,"N,N-Dimethylglycine",Ascorbate,Glutamine,Glutamate,4-Aminobutyrate,Aspartate,Fucose,Galactose,beta-Alanine,Tyramine,2'-Deoxyinosine,"5,6-Dihydrouracil",2-Hydroxybutyrate,Isobutyrate,Succinate,Lactate,Glycerol,2'-Deoxyuridine,Formate,Glycine,N-Acetylglucosamine,Cytosine,3-Phenyllactate,Trimethylamine,Malate,N-Carbamoyl-beta-alanine,4-Hydroxybenzoate,Glutarate,Carnitine,Isoleucine,Ribose,Taurine,Lactose,Butyrate,Methylsuccinate,p-Cresol,Urea,Methionine,Ethanolamine,Acetate,Methanol,Cadaverine,Indole-3-acetate
myo-Inositol,0.9444444444444444,0.9333333333333333,0.9523809523809523,0.9230769230769231,0.8888888888888888,0.9473684210526316,0.9583333333333334,0.926829268292683,0.9565217391304348,0.7058823529411764,0.9069767441860466,0.9523809523809523,0.9230769230769231,0.9583333333333334,0.95,0.9642857142857143,0.95,0.9655172413793104,0.9615384615384616,0.9565217391304348,0.9285714285714286,1.0,0.9523809523809523,0.9565217391304348,0.9722222222222222,0.9166666666666666,1.0,0.0,0.95,0.9565217391304348,0.962962962962963,0.9090909090909091,0.9285714285714286,0.9615384615384616,0.9545454545454546,0.9655172413793104,0.962962962962963,0.9565217391304348,0.8888888888888888,0.9473684210526316,0.9655172413793104,0.96,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.9230769230769231,0.926829268292683,0.96,0.8823529411764706,0.8947368421052632,0.75,0.9473684210526316,0.9615384615384616,0.75,0.9714285714285714,0.9523809523809523,0.9583333333333334,0.9444444444444444,0.9444444444444444,0.96875,0.9333333333333333,0.9230769230769231,0.9375,0.9375,0.9,1.0,0.9,0.9444444444444444,0.9285714285714286,0.9565217391304348,0.9545454545454546,0.9473684210526316,0.95,0.8181818181818181,0.7058823529411764,0.9411764705882353,0.9545454545454546,0.926829268292683,0.9523809523809523,0.9473684210526316,0.9285714285714286,0.9230769230769231,0.9333333333333333,0.9230769230769231,0.9230769230769231,0.9,0.9285714285714286,0.8518518518518519,0.9583333333333334,0.9512195121951219,1.0,0.9473684210526316,0.9473684210526316,0.95,0.9333333333333333,0.9583333333333334,0.9565217391304348,0.7647058823529411,0.9444444444444444,0.8148148148148149,0.9411764705882353,0.9523809523809523,0.9411764705882353,0.9090909090909091,0.96,0.9166666666666666,0.9090909090909091,0.8571428571428572,1.0,0.9655172413793104
Threonine,0.8,0.92,0.6799999999999999,0.8857142857142857,0.9375,0.5909090909090908,0.7142857142857143,0.9215686274509804,0.7037037037037037,0.935483870967742,0.9454545454545454,0.8620689655172413,0.8636363636363636,0.8387096774193549,0.6086956521739131,0.75,0.8148148148148149,0.7575757575757576,0.8823529411764706,0.90625,0.7619047619047619,0.9545454545454546,0.7307692307692308,0.8709677419354839,0.8,0.84375,0.8823529411764706,0.95,0.0,0.7931034482758621,0.7419354838709677,0.8709677419354839,0.7619047619047619,0.6428571428571428,0.5833333333333333,0.8285714285714285,0.78125,0.8709677419354839,0.9148936170212766,0.8076923076923077,0.8611111111111112,0.8787878787878788,0.6521739130434783,0.368421052631579,0.8076923076923077,0.8095238095238095,0.8541666666666666,0.84375,0.9111111111111111,0.9183673469387755,0.9666666666666667,0.8518518518518519,0.7333333333333334,0.9666666666666667,0.825,0.935483870967742,0.875,0.6363636363636364,0.8461538461538461,0.7428571428571429,0.5789473684210527,0.75,0.9230769230769231,0.4444444444444444,0.7058823529411764,0.9473684210526316,0.9,0.8,0.8918918918918919,0.7037037037037037,0.6923076923076923,0.8076923076923077,0.6666666666666667,0.9722222222222222,0.935483870967742,0.7916666666666666,0.9375,0.9423076923076923,0.9,0.6521739130434783,0.5555555555555556,0.8095238095238095,0.5,0.8636363636363636,0.94,0.9,0.7619047619047619,0.8947368421052632,0.9090909090909091,0.851063829787234,0.9473684210526316,0.7083333333333333,0.8518518518518519,0.8571428571428572,0.8260869565217391,0.8,0.4782608695652174,0.9333333333333333,0.8888888888888888,0.9512195121951219,0.7916666666666666,0.8214285714285714,0.9259259259259259,0.85,0.6785714285714286,0.9090909090909091,0.7222222222222222,0.8823529411764706,0.9565217391304348,0.8918918918918919
Creatine,0.7307692307692308,0.9285714285714286,0.7586206896551724,0.8947368421052632,0.9411764705882353,0.7857142857142857,0.8181818181818181,0.9056603773584906,0.8125,0.9411764705882353,0.9482758620689655,0.8,0.8333333333333334,0.8857142857142857,0.75,0.8378378378378378,0.75,0.7777777777777778,0.9210526315789473,0.9142857142857143,0.6818181818181819,0.9166666666666666,0.8,0.9444444444444444,0.8666666666666667,0.8571428571428572,0.9,0.9565217391304348,0.7931034482758621,0.0,0.8,0.8484848484848485,0.8846153846153846,0.7941176470588236,0.7666666666666666,0.8108108108108107,0.8648648648648649,0.8125,0.9411764705882353,0.7407407407407407,0.8717948717948718,0.8235294117647058,0.7407407407407407,0.7857142857142857,0.8275862068965517,0.8333333333333334,0.8627450980392157,0.8888888888888888,0.96,0.962962962962963,0.9375,0.7857142857142857,0.8285714285714285,0.9375,0.8888888888888888,0.9714285714285714,0.8857142857142857,0.7307692307692308,0.7777777777777778,0.825,0.8461538461538461,0.782608695652174,0.8928571428571429,0.76,0.9130434782608696,0.9545454545454546,0.8636363636363636,0.5,0.926829268292683,0.7741935483870968,0.7666666666666666,0.7407407407407407,0.75,0.9189189189189189,0.9411764705882353,0.72,0.9117647058823529,0.9454545454545454,0.9090909090909091,0.7857142857142857,0.7916666666666666,0.7272727272727273,0.8,0.9230769230769231,0.9230769230769231,0.9130434782608696,0.6818181818181819,0.9024390243902439,0.9459459459459459,0.8367346938775511,0.85,0.7857142857142857,0.7407407407407407,0.8709677419354839,0.75,0.8529411764705882,0.7741935483870968,0.9393939393939394,0.8620689655172413,0.9302325581395349,0.72,0.7586206896551724,0.9333333333333333,0.7,0.7878787878787878,0.875,0.7619047619047619,0.9,0.92,0.8421052631578947
Citrulline,0.8064516129032258,0.9375,0.5714285714285714,0.85,0.9056603773584906,0.5925925925925926,0.4642857142857143,0.9491525423728814,0.4444444444444444,0.9189189189189189,0.9166666666666666,0.8571428571428572,0.8571428571428572,0.9512195121951219,0.6071428571428572,0.6571428571428571,0.78125,0.2222222222222222,0.9024390243902439,0.9230769230769231,0.8214285714285714,0.8888888888888888,0.75,0.975609756097561,0.7209302325581395,0.8717948717948718,0.96,0.962962962962963,0.7419354838709677,0.8,0.0,0.8947368421052632,0.9,0.59375,0.6333333333333333,0.8571428571428572,0.8205128205128205,0.8648648648648649,0.9259259259259259,0.7741935483870968,0.9090909090909091,0.8717948717948718,0.8125,0.7333333333333334,0.8823529411764706,0.8571428571428572,0.8928571428571429,0.9,0.9433962264150944,0.9285714285714286,0.972972972972973,0.8125,0.6363636363636364,0.972972972972973,0.851063829787234,0.9743589743589743,0.925,0.8064516129032258,0.84375,0.6923076923076923,0.8275862068965517,0.8571428571428572,0.9393939393939394,0.7037037037037037,0.9259259259259259,0.9615384615384616,0.9259259259259259,0.84375,0.9090909090909091,0.5,0.5357142857142857,0.7741935483870968,0.6071428571428572,0.9523809523809523,0.9189189189189189,0.8,0.9210526315789473,0.9491525423728814,0.9743589743589743,0.7741935483870968,0.7777777777777778,0.8148148148148149,0.7857142857142857,0.896551724137931,0.9473684210526316,0.9259259259259259,0.7777777777777778,0.9111111111111111,0.925,0.8703703703703703,1.0,0.7741935483870968,0.5925925925925926,0.8857142857142857,0.7857142857142857,0.8378378378378378,0.7272727272727273,0.9166666666666666,0.8787878787878788,0.9361702127659575,0.8387096774193549,0.7878787878787878,0.9714285714285714,0.8,0.5806451612903225,0.8928571428571429,0.8461538461538461,0.96,0.8928571428571429,0.8837209302325582
Proline,0.8620689655172413,0.9285714285714286,0.875,0.9230769230769231,0.9411764705882353,0.8666666666666667,0.8857142857142857,0.9056603773584906,0.8823529411764706,0.9411764705882353,0.9482758620689655,0.875,0.88,0.9166666666666666,0.8709677419354839,0.8974358974358975,0.8709677419354839,0.9,0.9487179487179487,0.9444444444444444,0.84,1.0,0.875,0.972972972972973,0.8913043478260869,0.75,1.0,0.9090909090909091,0.8709677419354839,0.8484848484848485,0.8947368421052632,0.0,0.9642857142857143,0.8918918918918919,0.8787878787878788,0.9,0.8947368421052632,0.8823529411764706,0.9411764705882353,0.8666666666666667,0.8717948717948718,0.8888888888888888,0.8666666666666667,0.8666666666666667,0.9032258064516129,0.8333333333333334,0.84,0.8888888888888888,0.9387755102040817,0.962962962962963,0.9032258064516129,0.8666666666666667,0.8918918918918919,0.9032258064516129,0.8888888888888888,0.9714285714285714,0.9459459459459459,0.8620689655172413,0.8620689655172413,0.8809523809523809,0.8888888888888888,0.8333333333333334,0.9666666666666667,0.8518518518518519,0.9583333333333334,1.0,0.9583333333333334,0.8620689655172413,0.926829268292683,0.8823529411764706,0.8787878787878788,0.8666666666666667,0.8709677419354839,0.8888888888888888,0.9411764705882353,0.8571428571428572,0.9722222222222222,0.9259259259259259,0.9090909090909091,0.8666666666666667,0.84,0.8333333333333334,0.8461538461538461,0.9230769230769231,0.9019607843137255,0.9130434782608696,0.84,0.9024390243902439,0.9459459459459459,0.86,1.0,0.8666666666666667,0.8666666666666667,0.8709677419354839,0.8461538461538461,0.8857142857142857,0.8823529411764706,0.9393939393939394,0.935483870967742,0.9302325581395349,0.8571428571428572,0.875,0.967741935483871,0.9166666666666666,0.8888888888888888,0.9615384615384616,0.8181818181818181,0.9523809523809523,1.0,0.8717948717948718
Propylene glycol,0.8571428571428572,0.95,0.875,0.935483870967742,0.9285714285714286,0.75,0.8888888888888888,0.9111111111111111,0.8846153846153846,0.875,0.9387755102040817,0.875,0.8125,0.9285714285714286,0.8181818181818181,0.9032258064516129,0.9166666666666666,0.90625,0.967741935483871,0.9259259259259259,0.8235294117647058,0.9375,0.8260869565217391,0.8846153846153846,0.8947368421052632,0.9666666666666667,0.9166666666666666,0.9285714285714286,0.7619047619047619,0.8846153846153846,0.9,0.9642857142857143,0.0,0.8571428571428572,0.782608695652174,0.8709677419354839,0.8620689655172413,0.8846153846153846,0.9285714285714286,0.8636363636363636,0.9705882352941176,0.9310344827586207,0.6111111111111112,0.8095238095238095,0.8636363636363636,0.9444444444444444,0.8333333333333334,0.9666666666666667,0.8974358974358975,0.9318181818181819,0.9583333333333334,0.9130434782608696,0.896551724137931,0.9583333333333334,0.8611111111111112,0.9615384615384616,0.9285714285714286,0.736842105263158,0.9090909090909091,0.9142857142857143,0.6875,0.8823529411764706,0.7058823529411764,0.7777777777777778,0.5454545454545454,0.9230769230769231,0.6666666666666667,0.8571428571428572,0.7931034482758621,0.8846153846153846,0.88,0.9130434782608696,0.8695652173913043,0.8928571428571429,0.875,0.9047619047619048,0.9230769230769231,0.9347826086956522,0.9615384615384616,0.75,0.75,0.8823529411764706,0.6875,0.5384615384615384,0.9318181818181819,0.9333333333333333,0.8888888888888888,0.875,0.9655172413793104,0.8571428571428572,0.9230769230769231,0.8095238095238095,0.9130434782608696,0.96,0.8947368421052632,0.8,0.7916666666666666,0.8695652173913043,0.9090909090909091,0.9117647058823529,0.85,0.875,0.9047619047619048,0.8666666666666667,0.8518518518518519,0.8,0.8666666666666667,0.8181818181818181,0.9411764705882353,0.90625
DL-methionine-sulfoxide,0.8,0.935483870967742,0.6071428571428572,0.875,0.9245283018867925,0.5769230769230769,0.5517241379310345,0.9107142857142857,0.5357142857142857,0.9166666666666666,0.9333333333333333,0.8529411764705882,0.8518518518518519,0.8947368421052632,0.5384615384615384,0.6857142857142857,0.8125,0.5757575757575757,0.8717948717948718,0.8611111111111112,0.7692307692307692,0.9259259259259259,0.7419354838709677,0.9210526315789473,0.7441860465116279,0.868421052631579,0.9130434782608696,0.9615384615384616,0.6428571428571428,0.7941176470588236,0.59375,0.8918918918918919,0.8571428571428572,0.0,0.5714285714285714,0.825,0.8157894736842105,0.8611111111111112,0.9038461538461539,0.8064516129032258,0.8809523809523809,0.868421052631579,0.7666666666666666,0.6785714285714286,0.8064516129032258,0.8518518518518519,0.8703703703703703,0.868421052631579,0.9215686274509804,0.9074074074074074,0.9722222222222222,0.84375,0.6666666666666667,0.9722222222222222,0.8478260869565217,0.9459459459459459,0.9230769230769231,0.7586206896551724,0.8387096774193549,0.6842105263157895,0.7777777777777778,0.8076923076923077,0.9032258064516129,0.64,0.88,0.96,0.88,0.8,0.9069767441860466,0.5357142857142857,0.5185185185185186,0.8064516129032258,0.5925925925925926,0.9512195121951219,0.9166666666666666,0.7931034482758621,0.9189189189189189,0.9298245614035088,0.9459459459459459,0.7241379310344828,0.72,0.8076923076923077,0.7307692307692308,0.8928571428571429,0.9272727272727272,0.9230769230769231,0.7692307692307692,0.8837209302325582,0.95,0.8461538461538461,0.96,0.7666666666666666,0.84375,0.8823529411764706,0.8214285714285714,0.8333333333333334,0.6774193548387097,0.9142857142857143,0.875,0.9347826086956522,0.7931034482758621,0.8181818181818181,0.9393939393939394,0.84,0.5172413793103448,0.8888888888888888,0.7916666666666666,0.9130434782608696,0.9285714285714286,0.8809523809523809
Leucine,0.7692307692307692,0.9259259259259259,0.4782608695652174,0.9210526315789473,0.94,0.5,0.5925925925925926,0.9245283018867925,0.5769230769230769,0.90625,0.9473684210526316,0.8333333333333334,0.8260869565217391,0.8823529411764706,0.4545454545454546,0.6451612903225806,0.7857142857142857,0.65625,0.9189189189189189,0.8787878787878788,0.7272727272727273,0.9130434782608696,0.75,0.9117647058823529,0.6842105263157895,0.8857142857142857,0.8947368421052632,0.9545454545454546,0.5833333333333333,0.7666666666666666,0.6333333333333333,0.8787878787878788,0.782608695652174,0.5714285714285714,0.0,0.8055555555555556,0.7941176470588236,0.84375,0.9183673469387755,0.7777777777777778,0.8974358974358975,0.8529411764705882,0.6799999999999999,0.5652173913043479,0.8214285714285714,0.8260869565217391,0.86,0.8857142857142857,0.9148936170212766,0.9215686274509804,0.96875,0.8214285714285714,0.6206896551724138,0.96875,0.8048780487804879,0.9705882352941176,0.9444444444444444,0.6086956521739131,0.8148148148148149,0.6857142857142857,0.6818181818181819,0.7727272727272727,0.8888888888888888,0.5,0.8,0.9523809523809523,0.8571428571428572,0.7692307692307692,0.8974358974358975,0.5769230769230769,0.56,0.7777777777777778,0.4545454545454546,0.9459459459459459,0.90625,0.76,0.9090909090909091,0.9444444444444444,0.9705882352941176,0.6799999999999999,0.6,0.7727272727272727,0.6190476190476191,0.875,0.9423076923076923,0.9090909090909091,0.7272727272727273,0.8421052631578947,0.972972972972973,0.8333333333333334,0.9523809523809523,0.7307692307692308,0.8214285714285714,0.8666666666666667,0.7916666666666666,0.8125,0.5769230769230769,0.9032258064516129,0.8571428571428572,0.9285714285714286,0.76,0.7931034482758621,0.9310344827586207,0.8095238095238095,0.5555555555555556,0.8695652173913043,0.75,0.8947368421052632,0.9166666666666666,0.8378378378378378
O-Acetylcarnitine,0.78125,0.9411764705882353,0.8,0.9333333333333333,0.9473684210526316,0.8235294117647058,0.8461538461538461,0.9333333333333333,0.8421052631578947,0.95,0.9692307692307692,0.8333333333333334,0.8666666666666667,0.9285714285714286,0.7941176470588236,0.8333333333333334,0.8285714285714285,0.8636363636363636,0.9555555555555556,0.9,0.75,0.967741935483871,0.8,0.9523809523809523,0.8823529411764706,0.9047619047619048,0.962962962962963,0.9655172413793104,0.8285714285714285,0.8108108108108107,0.8571428571428572,0.9,0.8709677419354839,0.825,0.8055555555555556,0.0,0.8292682926829268,0.8421052631578947,0.9473684210526316,0.7878787878787878,0.8888888888888888,0.85,0.6666666666666667,0.8235294117647058,0.75,0.8666666666666667,0.8571428571428572,0.9047619047619048,0.9642857142857143,0.9666666666666667,0.9743589743589743,0.8235294117647058,0.825,0.9743589743589743,0.8571428571428572,0.975609756097561,0.9534883720930233,0.6551724137931034,0.8181818181818181,0.8478260869565217,0.8,0.7857142857142857,0.8064516129032258,0.8064516129032258,0.8928571428571429,0.9642857142857143,0.8928571428571429,0.78125,0.9130434782608696,0.8421052631578947,0.8055555555555556,0.8235294117647058,0.71875,0.9545454545454546,0.95,0.8125,0.9512195121951219,0.967741935483871,0.975609756097561,0.7878787878787878,0.7931034482758621,0.7857142857142857,0.8,0.9032258064516129,0.9491525423728814,0.9310344827586207,0.7931034482758621,0.8913043478260869,0.9772727272727273,0.8333333333333334,0.9642857142857143,0.7096774193548387,0.8235294117647058,0.8918918918918919,0.8,0.6363636363636364,0.7777777777777778,0.9487179487179487,0.9166666666666666,0.9387755102040817,0.7741935483870968,0.8,0.9444444444444444,0.896551724137931,0.7894736842105263,0.935483870967742,0.7692307692307692,0.9230769230769231,0.96875,0.8636363636363636
4-Hydroxyphenyllactate,0.84375,0.6923076923076923,0.7878787878787878,0.8780487804878049,0.8627450980392157,0.7741935483870968,0.8055555555555556,0.8928571428571429,0.8,0.9189189189189189,0.8983050847457628,0.7096774193548387,0.8571428571428572,0.8974358974358975,0.78125,0.3793103448275862,0.8529411764705882,0.8292682926829268,0.9024390243902439,0.7272727272727273,0.8214285714285714,0.9655172413793104,0.6666666666666667,0.8947368421052632,0.75,0.8421052631578947,1.0,0.962962962962963,0.78125,0.8648648648648649,0.8205128205128205,0.8947368421052632,0.8620689655172413,0.8157894736842105,0.7941176470588236,0.8292682926829268,0.0,0.5,0.84,0.8484848484848485,0.8571428571428572,0.48275862068965514,0.7741935483870968,0.8125,0.8823529411764706,0.8571428571428572,0.8518518518518519,0.8108108108108107,0.88,0.8888888888888888,0.9444444444444444,0.8484848484848485,0.59375,0.9444444444444444,0.6153846153846154,0.8571428571428572,0.925,0.8064516129032258,0.84375,0.7560975609756098,0.8275862068965517,0.8571428571428572,0.9393939393939394,0.7931034482758621,0.8846153846153846,1.0,0.9259259259259259,0.84375,0.8292682926829268,0.8,0.7941176470588236,0.8484848484848485,0.78125,0.926829268292683,0.9189189189189189,0.8387096774193549,0.6333333333333333,0.9122807017543859,0.9189189189189189,0.6428571428571428,0.7777777777777778,0.8148148148148149,0.7407407407407407,0.8571428571428572,0.8679245283018868,0.9259259259259259,0.8214285714285714,0.9111111111111111,0.8055555555555556,0.8269230769230769,1.0,0.6428571428571428,0.8484848484848485,0.6071428571428572,0.8275862068965517,0.8378378378378378,0.8,0.9166666666666666,0.9117647058823529,0.9361702127659575,0.8387096774193549,0.8571428571428572,0.7142857142857143,0.8888888888888888,0.8108108108108107,0.9310344827586207,0.8461538461538461,0.96,0.9666666666666667,0.8
4-Hydroxyphenylacetate,0.7777777777777778,0.6363636363636364,0.8387096774193549,0.8648648648648649,0.875,0.8275862068965517,0.8529411764705882,0.8846153846153846,0.8484848484848485,0.9411764705882353,0.9107142857142857,0.36363636363636365,0.8333333333333334,0.8857142857142857,0.8333333333333334,0.5172413793103448,0.7931034482758621,0.8717948717948718,0.8611111111111112,0.6896551724137931,0.7391304347826086,0.96,0.8,0.8823529411764706,0.7560975609756098,0.8235294117647058,1.0,0.9565217391304348,0.8709677419354839,0.8125,0.8648648648648649,0.8823529411764706,0.8846153846153846,0.8611111111111112,0.84375,0.8421052631578947,0.5,0.0,0.851063829787234,0.7857142857142857,0.8108108108108107,0.4,0.7407407407407407,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.8846153846153846,0.7878787878787878,0.8936170212765957,0.9019607843137255,0.9375,0.7857142857142857,0.71875,0.9375,0.75,0.8387096774193549,0.9166666666666666,0.7777777777777778,0.7777777777777778,0.7948717948717949,0.8888888888888888,0.8333333333333334,0.8928571428571429,0.8518518518518519,0.9583333333333334,1.0,0.9130434782608696,0.7777777777777778,0.8717948717948718,0.8125,0.8064516129032258,0.7857142857142857,0.7931034482758621,0.9189189189189189,0.9411764705882353,0.7692307692307692,0.5769230769230769,0.9056603773584906,0.9090909090909091,0.8275862068965517,0.7916666666666666,0.7272727272727273,0.8461538461538461,0.9230769230769231,0.8571428571428572,0.9130434782608696,0.7391304347826086,0.9285714285714286,0.8181818181818181,0.8367346938775511,1.0,0.7857142857142857,0.7857142857142857,0.5416666666666667,0.75,0.8857142857142857,0.8484848484848485,0.9393939393939394,0.9,0.9545454545454546,0.7692307692307692,0.8,0.6666666666666667,0.8695652173913043,0.8571428571428572,0.92,0.8181818181818181,0.9523809523809523,0.9615384615384616,0.625
Uridine,0.9347826086956522,0.8780487804878049,0.9166666666666666,0.8627450980392157,0.40909090909090906,0.8888888888888888,0.9215686274509804,0.6037735849056604,0.92,0.6666666666666667,0.5740740740740741,0.8695652173913043,0.9,0.8541666666666666,0.9148936170212766,0.8431372549019608,0.9375,0.9285714285714286,0.9038461538461539,0.8979591836734694,0.9285714285714286,0.975609756097561,0.9166666666666666,0.875,0.864406779661017,0.88,1.0,0.8888888888888888,0.9148936170212766,0.9411764705882353,0.9259259259259259,0.9411764705882353,0.9285714285714286,0.9038461538461539,0.9183673469387755,0.9473684210526316,0.84,0.851063829787234,0.0,0.9361702127659575,0.9090909090909091,0.8571428571428572,0.9361702127659575,0.9361702127659575,0.9130434782608696,0.9523809523809523,0.8615384615384616,0.88,0.64,0.56,0.8636363636363636,0.9361702127659575,0.86,0.8636363636363636,0.8620689655172413,0.7906976744186046,0.9,0.9347826086956522,0.9347826086956522,0.875,0.9545454545454546,0.9523809523809523,0.9069767441860466,0.9318181818181819,0.975,1.0,0.9210526315789473,0.9347826086956522,0.8235294117647058,0.92,0.9183673469387755,0.9361702127659575,0.9148936170212766,0.6976744186046512,0.6666666666666667,0.9333333333333333,0.8723404255319149,0.7241379310344828,0.9166666666666666,0.9130434782608696,0.9285714285714286,0.926829268292683,0.9302325581395349,0.926829268292683,0.36363636363636365,0.9487179487179487,0.9285714285714286,0.7291666666666667,0.8775510204081632,0.8412698412698413,1.0,0.9130434782608696,0.9361702127659575,0.8666666666666667,0.9302325581395349,0.9423076923076923,0.92,0.6578947368421053,0.9347826086956522,0.7346938775510203,0.9333333333333333,0.9387755102040817,0.8837209302325582,0.95,0.9230769230769231,0.925,0.95,0.972972972972973,0.9512195121951219,0.8679245283018868
Valerate,0.6818181818181819,0.9166666666666666,0.8148148148148149,0.9142857142857143,0.9583333333333334,0.8,0.75,0.92,0.7407407407407407,0.9333333333333333,0.9636363636363636,0.7692307692307692,0.8,0.90625,0.7083333333333333,0.8529411764705882,0.5238095238095238,0.7878787878787878,0.9428571428571428,0.9032258064516129,0.5294117647058824,0.9,0.6666666666666667,0.9375,0.8809523809523809,0.875,0.9411764705882353,0.9473684210526316,0.8076923076923077,0.7407407407407407,0.7741935483870968,0.8666666666666667,0.8636363636363636,0.8064516129032258,0.7777777777777778,0.7878787878787878,0.8484848484848485,0.7857142857142857,0.9361702127659575,0.0,0.8571428571428572,0.7142857142857143,0.6956521739130435,0.8,0.8,0.8,0.875,0.875,0.9565217391304348,0.96,0.9655172413793104,0.6956521739130435,0.84375,0.9655172413793104,0.8780487804878049,0.967741935483871,0.9393939393939394,0.6818181818181819,0.6190476190476191,0.8378378378378378,0.8181818181818181,0.736842105263158,0.875,0.7727272727272727,0.8947368421052632,0.9444444444444444,0.7647058823529411,0.6818181818181819,0.8888888888888888,0.7407407407407407,0.6799999999999999,0.5,0.76,0.9411764705882353,0.9333333333333333,0.6,0.935483870967742,0.9615384615384616,0.967741935483871,0.6956521739130435,0.75,0.5,0.7619047619047619,0.9090909090909091,0.9387755102040817,0.8947368421052632,0.6842105263157895,0.8918918918918919,0.9705882352941176,0.8723404255319149,0.9444444444444444,0.75,0.6363636363636364,0.8518518518518519,0.375,0.7931034482758621,0.7407407407407407,0.9310344827586207,0.8846153846153846,0.95,0.3529411764705882,0.6086956521739131,0.9230769230769231,0.8421052631578947,0.8,0.9047619047619048,0.7058823529411764,0.875,0.9047619047619048,0.8235294117647058
Urocanate,0.8181818181818181,0.875,0.8947368421052632,0.9090909090909091,0.9285714285714286,0.8888888888888888,0.9024390243902439,0.9152542372881356,0.9,0.975609756097561,0.9193548387096774,0.8,0.9032258064516129,0.9024390243902439,0.8918918918918919,0.8604651162790697,0.8611111111111112,0.9130434782608696,0.825,0.9,0.8333333333333334,1.0,0.8648648648648649,0.8717948717948718,0.8367346938775511,0.8205128205128205,1.0,0.9655172413793104,0.8611111111111112,0.8717948717948718,0.9090909090909091,0.8717948717948718,0.9705882352941176,0.8809523809523809,0.8974358974358975,0.8888888888888888,0.8571428571428572,0.8108108108108107,0.9090909090909091,0.8571428571428572,0.0,0.8205128205128205,0.8571428571428572,0.8888888888888888,0.8571428571428572,0.6923076923076923,0.896551724137931,0.7567567567567568,0.9056603773584906,0.9310344827586207,0.9473684210526316,0.8571428571428572,0.8536585365853658,0.9473684210526316,0.8333333333333334,0.8947368421052632,0.9285714285714286,0.8529411764705882,0.8529411764705882,0.641025641025641,0.9090909090909091,0.8666666666666667,0.9722222222222222,0.8787878787878788,0.9666666666666667,0.9642857142857143,0.9666666666666667,0.8529411764705882,0.9361702127659575,0.9,0.868421052631579,0.8571428571428572,0.8611111111111112,0.9545454545454546,0.975609756097561,0.8484848484848485,0.925,0.9333333333333333,0.9230769230769231,0.8888888888888888,0.8709677419354839,0.8275862068965517,0.875,0.9696969696969697,0.9122807017543859,0.8928571428571429,0.8333333333333334,0.9375,0.875,0.8947368421052632,1.0,0.8571428571428572,0.8571428571428572,0.8285714285714285,0.8387096774193549,0.9285714285714286,0.9,0.975,0.9459459459459459,0.9803921568627451,0.8484848484848485,0.8648648648648649,0.9142857142857143,0.9333333333333333,0.8780487804878049,0.96875,0.8148148148148149,0.962962962962963,1.0,0.7804878048780488
