,2-Aminobutyrate,Thymine,Phenylacetate,Nicotinate,Histidine,Thymidine,Taurine,Betaine,Phenylalanine,Creatinine,Succinate,Inosine,Cadaverine,Acetate,Carnitine,Propionate,Acetaminophen,Citrulline,Methylsuccinate,DL-methionine-sulfoxide,p-Cresol,Methylamine,Guanosine,"5,6-Dihydrouracil",4-Hydroxyphenyllactate,2'-Deoxyuridine,Serine,Urea,Galactose,Acetoin,Ornithine,Isovalerate,Fucose,Glycine,N-Carbamoyl-beta-alanine,Isobutyrate,Tyramine,Choline,Isoleucine,Fumarate,beta-Pseudouridine,Glutamine,Ethanolamine,N-Methylhydantoin,Indole-3-acetate,Proline,2-Hydroxybutyrate,Glycerol,Phenol,Uridine,Citrate,Glutamate,Valine,Propylene glycol,Hypoxanthine,Trimethylamine,N-Acetylneuraminate,Lysine,Methionine,Pyruvate,"1,3-Dihydroxyacetone",2-Oxoglutarate,4-Hydroxyphenylacetate,2-Hydroxyglutarate,Pyroglutamate,Butyrate,O-Acetylcarnitine,Arginine,Tyrosine,5-Aminopentanoate,Xylose,Tryptophan,3-Hydroxybutyrate,4-Hydroxybenzoate,"N,N-Dimethylglycine",Ribose,Glutarate,Lactose,Arabinose,Dimethylamine,Uracil,Malate,Desaminotyrosine,Asparagine,Lactate,2'-Deoxyinosine,Ascorbate,Methanol,Threonine,Ethanol,Indole-3-lactate,Alanine,Creatine,Glucose,Putrescine,Leucine,Formate,Isopropanol,Allantoin,N-Acetylglucosamine,Urocanate,Cytidine,Valerate,Aspartate,Cytosine,Sarcosine,beta-Alanine,4-Aminobutyrate
2'-Deoxyuridine,0.7142857142857143,0.47674418604651164,0.7923076923076923,0.7368421052631579,0.6774193548387096,0.10588235294117647,0.8260869565217391,0.7613636363636364,0.7218045112781954,0.6923076923076923,0.7954545454545454,0.5241379310344828,0.7530864197530864,0.8452380952380952,0.6153846153846154,0.8235294117647058,0.6805555555555556,0.532608695652174,0.7604166666666666,0.7450980392156863,0.8222222222222222,0.9146341463414634,0.5208333333333334,0.5697674418604651,0.7602739726027398,0.0,0.7032967032967034,0.8625,0.6444444444444445,0.7411764705882353,0.6521739130434783,0.797752808988764,0.6444444444444445,0.7674418604651163,0.5697674418604651,0.8045977011494253,0.7445255474452555,0.7228915662650602,0.6979166666666666,0.7386363636363636,0.308411214953271,0.6421052631578947,0.7439024390243902,0.5697674418604651,0.7409326424870466,0.6145833333333334,0.7159090909090909,0.725,0.816,0.03614457831325301,0.7373737373737373,0.6595744680851063,0.723404255319149,0.7407407407407407,0.7394366197183099,0.8765432098765432,0.5043478260869565,0.6702127659574468,0.7373737373737373,0.8181818181818182,0.7590361445783133,0.7634408602150538,0.8068965517241379,0.6847826086956522,0.5959595959595959,0.7906976744186046,0.5913978494623656,0.6494845360824743,0.7466666666666667,0.6477272727272727,0.632183908045977,0.7382198952879581,0.7272727272727273,0.8066666666666666,0.7386363636363636,0.6162790697674418,0.75,0.65625,0.632183908045977,0.8658536585365854,0.4074074074074074,0.717391304347826,0.8055555555555556,0.6736842105263158,0.7471264367816092,0.5140845070422535,0.6565656565656566,0.9012345679012346,0.6559139784946236,0.8395061728395061,0.7046632124352331,0.7444444444444445,0.6881720430107527,0.6444444444444445,0.7777777777777778,0.6979166666666666,0.8928571428571429,0.7901234567901234,0.5862068965517241,0.42424242424242425,0.7077922077922078,0.21978021978021978,0.7701149425287356,0.7127659574468085,0.6436781609195402,0.7415730337078652,0.7209302325581395,0.6781609195402298
Serine,0.2558139534883721,0.6911764705882353,0.8020833333333334,0.84,0.7557251908396947,0.7065217391304348,0.6530612244897959,0.5434782608695652,0.6666666666666666,0.6949152542372882,0.5777777777777777,0.7801418439716312,0.6590909090909091,0.5897435897435898,0.41509433962264153,0.5128205128205128,0.8253968253968254,0.47540983606557374,0.6,0.4074074074074074,0.8857142857142857,0.7948717948717948,0.7872340425531915,0.6271186440677966,0.811965811965812,0.7032967032967034,0.0,0.8048780487804879,0.7096774193548387,0.5869565217391305,0.36,0.5869565217391305,0.7096774193548387,0.3157894736842105,0.4716981132075472,0.5581395348837209,0.8073394495412844,0.5777777777777777,0.37254901960784315,0.6730769230769231,0.7247706422018348,0.41818181818181815,0.39473684210526316,0.6721311475409836,0.8313953488372093,0.4576271186440678,0.5510204081632653,0.6046511627906976,0.8723404255319149,0.6989247311827957,0.639344262295082,0.38461538461538464,0.30434782608695654,0.6363636363636364,0.8290598290598291,0.8604651162790697,0.631578947368421,0.37254901960784315,0.37254901960784315,0.5581395348837209,0.5476190476190477,0.6481481481481481,0.8303571428571429,0.6140350877192983,0.5076923076923077,0.5581395348837209,0.4915254237288136,0.43859649122807015,0.7192982456140351,0.42857142857142855,0.6949152542372882,0.8083832335329342,0.4444444444444444,0.8389830508474576,0.5,0.6949152542372882,0.6122448979591837,0.7391304347826086,0.6949152542372882,0.7857142857142857,0.6818181818181818,0.5098039215686274,0.8288288288288288,0.38461538461538464,0.5111111111111111,0.7841726618705036,0.6811594202898551,0.7948717948717948,0.15555555555555556,0.6666666666666666,0.8181818181818182,0.1794871794871795,0.5454545454545454,0.7096774193548387,0.6428571428571429,0.37254901960784315,0.725,0.6666666666666666,0.65,0.6097560975609756,0.7923076923076923,0.7096774193548387,0.5869565217391305,0.3191489361702128,0.7333333333333333,0.4090909090909091,0.3,0.37777777777777777
Urea,0.8,0.7843137254901961,0.9523809523809523,0.9574468085106383,0.9206349206349206,0.8641975308641975,0.8181818181818182,0.8235294117647058,0.9139784946236559,0.717948717948718,0.8787878787878788,0.917910447761194,0.7692307692307693,0.8333333333333334,0.8823529411764706,0.8518518518518519,0.9196428571428571,0.8,0.9130434782608695,0.8431372549019608,0.9655172413793104,0.6666666666666666,0.9172932330827067,0.7441860465116279,0.9629629629629629,0.8625,0.8048780487804879,0.0,0.94,0.8823529411764706,0.8043478260869565,0.8823529411764706,0.94,0.7241379310344828,0.7441860465116279,0.8709677419354839,0.9270833333333334,0.84375,0.8333333333333334,0.8947368421052632,0.8910891089108911,0.8,0.7407407407407407,0.7441860465116279,0.9518072289156626,0.8571428571428571,0.9,0.9,0.9605263157894737,0.8674698795180723,0.9230769230769231,0.8367346938775511,0.813953488372093,0.9,0.8888888888888888,0.8421052631578947,0.9042553191489362,0.8085106382978723,0.8333333333333334,0.8709677419354839,0.8666666666666667,0.9047619047619048,0.96,0.9166666666666666,0.8524590163934426,0.8709677419354839,0.8928571428571429,0.8076923076923077,0.9279279279279279,0.8095238095238095,0.9361702127659575,0.9447852760736196,0.8974358974358975,0.9622641509433962,0.8333333333333334,0.9361702127659575,0.8918918918918919,0.9473684210526315,0.9361702127659575,0.7368421052631579,0.7755102040816326,0.9111111111111111,0.9595959595959596,0.7872340425531915,0.8888888888888888,0.916030534351145,0.9333333333333333,0.8235294117647058,0.8333333333333334,0.8636363636363636,0.953757225433526,0.7777777777777778,0.7674418604651163,0.94,0.75,0.8333333333333334,0.8571428571428571,0.8846153846153846,0.7441860465116279,0.8846153846153846,0.9166666666666666,0.8658536585365854,0.8823529411764706,0.8181818181818182,0.7105263157894737,0.7714285714285715,0.7575757575757576,0.7894736842105263
Galactose,0.7258064516129032,0.8518518518518519,0.7731958762886598,0.8734177215189873,0.8716216216216216,0.6483516483516484,0.8709677419354839,0.7966101694915254,0.8,0.875,0.64,0.7692307692307693,0.8333333333333334,0.7446808510638298,0.6461538461538462,0.7083333333333334,0.8307692307692308,0.7564102564102564,0.603448275862069,0.7671232876712328,0.79,0.9591836734693877,0.7676056338028169,0.8194444444444444,0.7345132743362832,0.6444444444444445,0.7096774193548387,0.94,0.0,0.5918367346938775,0.7164179104477612,0.6730769230769231,0.0,0.7857142857142857,0.7681159420289855,0.68,0.8141592920353983,0.7169811320754716,0.7205882352941176,0.7413793103448276,0.6635514018691588,0.7361111111111112,0.75,0.8666666666666667,0.8797814207650273,0.75,0.5294117647058824,0.47619047619047616,0.7777777777777778,0.6413043478260869,0.5737704918032787,0.6865671641791045,0.7384615384615385,0.5116279069767442,0.9236641221374046,0.9183673469387755,0.574468085106383,0.6818181818181818,0.7571428571428571,0.7058823529411765,0.6170212765957447,0.625,0.7946428571428571,0.46296296296296297,0.7831325301204819,0.6530612244897959,0.6323529411764706,0.7432432432432432,0.8188976377952756,0.6935483870967742,0.07142857142857142,0.8784530386740331,0.5490196078431373,0.7948717948717948,0.7627118644067796,0.1590909090909091,0.5882352941176471,0.14285714285714285,0.07142857142857142,0.9423076923076923,0.8481012658227848,0.5185185185185185,0.7927927927927928,0.7605633802816901,0.58,0.7730496453900709,0.5384615384615384,0.813953488372093,0.640625,0.6976744186046512,0.8415300546448088,0.7704918032786885,0.8,0.0,0.8490566037735849,0.7205882352941176,0.7777777777777778,0.6046511627906976,0.8666666666666667,0.4473684210526316,0.9047619047619048,0.6373626373626373,0.62,0.7230769230769231,0.8571428571428571,0.8064516129032258,0.7586206896551724,0.7166666666666667
Acetoin,0.5777777777777777,0.7619047619047619,0.7906976744186046,0.8835616438356164,0.8656716417910447,0.7142857142857143,0.8297872340425532,0.6666666666666666,0.8181818181818182,0.7777777777777778,0.5277777777777778,0.8333333333333334,0.8,0.5333333333333333,0.5102040816326531,0.43333333333333335,0.8389830508474576,0.71875,0.5,0.6607142857142857,0.8222222222222222,0.9090909090909091,0.8321167883211679,0.75,0.7572815533980582,0.7411764705882353,0.5869565217391305,0.8823529411764706,0.5918367346938775,0.0,0.660377358490566,0.45714285714285713,0.5918367346938775,0.675,0.6538461538461539,0.40625,0.8557692307692307,0.5675675675675675,0.6415094339622641,0.6511627906976745,0.780952380952381,0.6896551724137931,0.6486486486486487,0.7719298245614035,0.8953488372093024,0.7096774193548387,0.23529411764705882,0.36666666666666664,0.8271604938271605,0.75,0.5882352941176471,0.6727272727272727,0.6041666666666666,0.3103448275862069,0.8947368421052632,0.8484848484848485,0.7204301075268817,0.6666666666666666,0.6415094339622641,0.3,0.21428571428571427,0.4878048780487805,0.8118811881188119,0.4186046511627907,0.7536231884057971,0.40625,0.5818181818181818,0.7,0.8362068965517241,0.625,0.5652173913043478,0.8941176470588236,0.3142857142857143,0.8333333333333334,0.6190476190476191,0.5652173913043478,0.5384615384615384,0.6428571428571429,0.5652173913043478,0.8888888888888888,0.7936507936507936,0.4146341463414634,0.81,0.6727272727272727,0.25,0.8296296296296296,0.5714285714285714,0.6666666666666666,0.5,0.48148148148148145,0.8546511627906976,0.6046511627906976,0.6981132075471698,0.5918367346938775,0.7894736842105263,0.6415094339622641,0.7096774193548387,0.3333333333333333,0.7931034482758621,0.7125,0.8854961832061069,0.7613636363636364,0.45714285714285713,0.6666666666666666,0.8181818181818182,0.6888888888888889,0.6097560975609756,0.5909090909090909
Ornithine,0.2,0.6805555555555556,0.7263157894736842,0.7671232876712328,0.648,0.6559139784946236,0.6909090909090909,0.54,0.5591397849462365,0.6825396825396826,0.5416666666666666,0.7464788732394366,0.5227272727272727,0.6444444444444445,0.5,0.5777777777777777,0.768,0.2,0.6166666666666667,0.35714285714285715,0.839622641509434,0.8222222222222222,0.7535211267605634,0.6190476190476191,0.7815126050420168,0.6521739130434783,0.36,0.8043478260869565,0.7164179104477612,0.660377358490566,0.0,0.5208333333333334,0.7164179104477612,0.4090909090909091,0.44642857142857145,0.5531914893617021,0.7407407407407407,0.6538461538461539,0.1836734693877551,0.6842105263157895,0.6818181818181818,0.10204081632653061,0.574468085106383,0.6615384615384615,0.7604790419161677,0.2037037037037037,0.5740740740740741,0.7307692307692307,0.8333333333333334,0.648936170212766,0.5873015873015873,0.2,0.25,0.7307692307692307,0.8181818181818182,0.8541666666666666,0.5531914893617021,0.10638297872340426,0.32075471698113206,0.6122448979591837,0.7115384615384616,0.5370370370370371,0.7657657657657657,0.559322033898305,0.3114754098360656,0.4888888888888889,0.5384615384615384,0.13725490196078433,0.6306306306306306,0.11363636363636363,0.703125,0.7267080745341615,0.5660377358490566,0.788135593220339,0.5,0.703125,0.4583333333333333,0.7432432432432432,0.703125,0.8125,0.6714285714285714,0.6333333333333333,0.7636363636363637,0.2692307692307692,0.6481481481481481,0.75,0.7236842105263158,0.8723404255319149,0.32075471698113206,0.7916666666666666,0.7701149425287356,0.28888888888888886,0.5172413793103449,0.7164179104477612,0.5681818181818182,0.1836734693877551,0.8125,0.76,0.640625,0.5714285714285714,0.7835820895522388,0.6595744680851063,0.4222222222222222,0.3,0.71875,0.48,0.391304347826087,0.2826086956521739
Isovalerate,0.4,0.7419354838709677,0.6835443037974683,0.8273381294964028,0.8217054263565892,0.7586206896551724,0.8297872340425532,0.5641025641025641,0.7282608695652174,0.7777777777777778,0.2903225806451613,0.8661971830985915,0.8,0.37037037037037035,0.5102040816326531,0.25925925925925924,0.8389830508474576,0.6101694915254238,0.35,0.5294117647058824,0.7954545454545454,0.9090909090909091,0.8652482269503546,0.75,0.7572815533980582,0.797752808988764,0.5869565217391305,0.8823529411764706,0.6730769230769231,0.45714285714285713,0.5208333333333334,0.0,0.6730769230769231,0.5675675675675675,0.5714285714285714,0.1111111111111111,0.8333333333333334,0.675,0.4,0.55,0.8037383177570093,0.5660377358490566,0.75,0.7719298245614035,0.8484848484848485,0.5964912280701754,0.3333333333333333,0.6,0.8271604938271605,0.8043478260869565,0.46808510638297873,0.54,0.325,0.5588235294117647,0.8947368421052632,0.8484848484848485,0.7473684210526316,0.5306122448979592,0.5,0.3548387096774194,0.5714285714285714,0.45,0.7368421052631579,0.4888888888888889,0.65625,0.1111111111111111,0.5555555555555556,0.5818181818181818,0.7727272727272727,0.46511627906976744,0.6530612244897959,0.8466257668711656,0.3142857142857143,0.7647058823529411,0.5128205128205128,0.6530612244897959,0.3235294117647059,0.711864406779661,0.6530612244897959,0.8888888888888888,0.7936507936507936,0.4883720930232558,0.7340425531914894,0.54,0.4444444444444444,0.8633093525179856,0.6440677966101694,0.7586206896551724,0.5,0.6333333333333333,0.8546511627906976,0.5,0.62,0.6730769230769231,0.7894736842105263,0.4,0.7096774193548387,0.59375,0.7931034482758621,0.7590361445783133,0.859375,0.8152173913043478,0.2,0.5217391304347826,0.8181818181818182,0.5952380952380952,0.5,0.41025641025641024
Fucose,0.7258064516129032,0.8518518518518519,0.7731958762886598,0.8734177215189873,0.8716216216216216,0.6483516483516484,0.8709677419354839,0.7966101694915254,0.8,0.875,0.64,0.7692307692307693,0.8333333333333334,0.7446808510638298,0.6461538461538462,0.7083333333333334,0.8307692307692308,0.7564102564102564,0.603448275862069,0.7671232876712328,0.79,0.9591836734693877,0.7676056338028169,0.8194444444444444,0.7345132743362832,0.6444444444444445,0.7096774193548387,0.94,0.0,0.5918367346938775,0.7164179104477612,0.6730769230769231,0.0,0.7857142857142857,0.7681159420289855,0.68,0.8141592920353983,0.7169811320754716,0.7205882352941176,0.7413793103448276,0.6635514018691588,0.7361111111111112,0.75,0.8666666666666667,0.8797814207650273,0.75,0.5294117647058824,0.47619047619047616,0.7777777777777778,0.6413043478260869,0.5737704918032787,0.6865671641791045,0.7384615384615385,0.5116279069767442,0.9236641221374046,0.9183673469387755,0.574468085106383,0.6818181818181818,0.7571428571428571,0.7058823529411765,0.6170212765957447,0.625,0.7946428571428571,0.46296296296296297,0.7831325301204819,0.6530612244897959,0.6323529411764706,0.7432432432432432,0.8188976377952756,0.6935483870967742,0.07142857142857142,0.8784530386740331,0.5490196078431373,0.7948717948717948,0.7627118644067796,0.1590909090909091,0.5882352941176471,0.14285714285714285,0.07142857142857142,0.9423076923076923,0.8481012658227848,0.5185185185185185,0.7927927927927928,0.7605633802816901,0.58,0.7730496453900709,0.5384615384615384,0.813953488372093,0.640625,0.6976744186046512,0.8415300546448088,0.7704918032786885,0.8,0.0,0.8490566037735849,0.7205882352941176,0.7777777777777778,0.6046511627906976,0.8666666666666667,0.4473684210526316,0.9047619047619048,0.6373626373626373,0.62,0.7230769230769231,0.8571428571428571,0.8064516129032258,0.7586206896551724,0.7166666666666667
Glycine,0.2972972972972973,0.6724137931034483,0.8160919540229885,0.851063829787234,0.792,0.7701149425287356,0.5789473684210527,0.38235294117647056,0.7111111111111111,0.6170212765957447,0.5555555555555556,0.8321167883211679,0.6176470588235294,0.4074074074074074,0.56,0.4666666666666667,0.847457627118644,0.5272727272727272,0.673469387755102,0.4583333333333333,0.8947368421052632,0.7037037037037037,0.8394160583941606,0.62,0.8558558558558559,0.7674418604651163,0.3157894736842105,0.7241379310344828,0.7857142857142857,0.675,0.4090909090909091,0.5675675675675675,0.7857142857142857,0.0,0.4666666666666667,0.5294117647058824,0.82,0.5555555555555556,0.4222222222222222,0.6097560975609756,0.8018867924528302,0.46938775510204084,0.36666666666666664,0.62,0.8545454545454545,0.5094339622641509,0.627906976744186,0.7027027027027027,0.8809523809523809,0.7613636363636364,0.7090909090909091,0.43478260869565216,0.35,0.7027027027027027,0.8425925925925926,0.8064516129032258,0.7311827956989247,0.4222222222222222,0.4222222222222222,0.5294117647058824,0.6388888888888888,0.6444444444444445,0.8446601941747572,0.6862745098039216,0.559322033898305,0.5294117647058824,0.6,0.49019607843137253,0.7592592592592593,0.4146341463414634,0.7735849056603774,0.8385093167701864,0.6190476190476191,0.8532110091743119,0.3235294117647059,0.7735849056603774,0.6,0.8095238095238095,0.7735849056603774,0.7,0.6607142857142857,0.6666666666666666,0.8431372549019608,0.43478260869565216,0.5897435897435898,0.837037037037037,0.746031746031746,0.7931034482758621,0.4222222222222222,0.6666666666666666,0.8604651162790697,0.21212121212121213,0.4186046511627907,0.7857142857142857,0.59375,0.4222222222222222,0.7,0.7058823529411765,0.5918367346938775,0.7088607594936709,0.8016528925619835,0.7727272727272727,0.5675675675675675,0.36585365853658536,0.6938775510204082,0.1875,0.25,0.35135135135135137
N-Carbamoyl-beta-alanine,0.4,0.45901639344262296,0.7878787878787878,0.7986577181208053,0.7076923076923077,0.5747126436781609,0.6851851851851852,0.5306122448979592,0.7087378640776699,0.5614035087719298,0.5918367346938775,0.7357142857142858,0.6086956521739131,0.6363636363636364,0.5166666666666667,0.5681818181818182,0.776,0.2807017543859649,0.6557377049180327,0.5081967213114754,0.8703703703703703,0.8181818181818182,0.7428571428571429,0.3137254901960784,0.8292682926829268,0.5697674418604651,0.4716981132075472,0.7441860465116279,0.7681159420289855,0.6538461538461539,0.44642857142857145,0.5714285714285714,0.7681159420289855,0.4666666666666667,0.0,0.5434782608695652,0.7946428571428571,0.62,0.4827586206896552,0.6785714285714286,0.6415094339622641,0.4666666666666667,0.5957446808510638,0.4642857142857143,0.8023255813953488,0.45161290322580644,0.6181818181818182,0.7254901960784313,0.8673469387755102,0.5842696629213483,0.6865671641791045,0.4915254237288136,0.4339622641509434,0.7254901960784313,0.7433628318584071,0.8,0.6082474226804123,0.45614035087719296,0.4827586206896552,0.6041666666666666,0.7058823529411765,0.6551724137931034,0.8173913043478261,0.6666666666666666,0.45454545454545453,0.5434782608695652,0.5538461538461539,0.45901639344262296,0.7520661157024794,0.4230769230769231,0.7575757575757576,0.7928994082840237,0.6111111111111112,0.8360655737704918,0.4897959183673469,0.7575757575757576,0.5961538461538461,0.7894736842105263,0.7575757575757576,0.7272727272727273,0.4666666666666667,0.6721311475409836,0.8157894736842105,0.4107142857142857,0.6415094339622641,0.7299270072992701,0.7368421052631579,0.8695652173913043,0.4827586206896552,0.7872340425531915,0.8100558659217877,0.4166666666666667,0.42592592592592593,0.7681159420289855,0.5909090909090909,0.4827586206896552,0.8085106382978723,0.7551020408163265,0.43636363636363634,0.5833333333333334,0.7244094488188977,0.6111111111111112,0.5714285714285714,0.41509433962264153,0.603448275862069,0.4375,0.3023255813953488,0.375
Isobutyrate,0.4358974358974359,0.7288135593220338,0.7215189873417721,0.8489208633093526,0.8359375,0.7647058823529411,0.8181818181818182,0.5277777777777778,0.7608695652173914,0.7647058823529411,0.3333333333333333,0.8714285714285714,0.7837837837837838,0.2916666666666667,0.5416666666666666,0.16666666666666666,0.8448275862068966,0.6379310344827587,0.425,0.56,0.8160919540229885,0.9,0.8705035971223022,0.7358490566037735,0.7864077669902912,0.8045977011494253,0.5581395348837209,0.8709677419354839,0.68,0.40625,0.5531914893617021,0.1111111111111111,0.68,0.5294117647058824,0.5434782608695652,0.0,0.8514851485148515,0.6486486486486487,0.4666666666666667,0.5135135135135135,0.8207547169811321,0.5961538461538461,0.7297297297297297,0.7592592592592593,0.8666666666666667,0.625,0.37142857142857144,0.5625,0.8354430379746836,0.8111111111111111,0.5319148936170213,0.5714285714285714,0.4,0.5161290322580645,0.8918918918918919,0.8333333333333334,0.7659574468085106,0.5625,0.5319148936170213,0.2857142857142857,0.53125,0.48717948717948717,0.7684210526315789,0.5227272727272727,0.6825396825396826,0.15384615384615385,0.5849056603773585,0.6111111111111112,0.8,0.5,0.6595744680851063,0.8650306748466258,0.35294117647058826,0.7941176470588235,0.4722222222222222,0.6595744680851063,0.36363636363636365,0.7192982456140351,0.6595744680851063,0.8787878787878788,0.7833333333333333,0.5238095238095238,0.7659574468085106,0.5714285714285714,0.3939393939393939,0.8686131386861314,0.6491228070175439,0.7307692307692307,0.5319148936170213,0.5925925925925926,0.872093023255814,0.4594594594594595,0.5957446808510638,0.68,0.7714285714285715,0.4666666666666667,0.6785714285714286,0.5517241379310345,0.7818181818181819,0.7654320987654321,0.856,0.8222222222222222,0.2413793103448276,0.5555555555555556,0.8076923076923077,0.5641025641025641,0.45714285714285713,0.4473684210526316
Tyramine,0.7714285714285715,0.788135593220339,0.3904761904761905,0.5660377358490566,0.76,0.7463768115942029,0.8461538461538461,0.8584905660377359,0.3148148148148148,0.8608695652173913,0.8653846153846154,0.8229166666666666,0.7849462365591398,0.898989898989899,0.8103448275862069,0.88,0.35772357723577236,0.7647058823529411,0.8407079646017699,0.7931034482758621,0.16129032258064516,0.9139784946236559,0.828125,0.8260869565217391,0.2920353982300885,0.7445255474452555,0.8073394495412844,0.9270833333333334,0.8141592920353983,0.8557692307692307,0.7407407407407407,0.8333333333333334,0.8141592920353983,0.82,0.7946428571428571,0.8514851485148515,0.0,0.8316831683168316,0.719626168224299,0.7941176470588235,0.7046979865771812,0.7522123893805309,0.8020833333333334,0.8559322033898306,0.5754189944134078,0.7606837606837606,0.8532110091743119,0.86,0.2608695652173913,0.75,0.8189655172413793,0.7567567567567568,0.7547169811320755,0.86,0.8764705882352941,0.9270833333333334,0.7651006711409396,0.719626168224299,0.7876106194690266,0.8737864077669902,0.8725490196078431,0.8454545454545455,0.23809523809523808,0.8434782608695652,0.782258064516129,0.8514851485148515,0.8083333333333333,0.7565217391304347,0.14814814814814814,0.7281553398058253,0.8303571428571429,0.5865921787709497,0.8518518518518519,0.32456140350877194,0.839622641509434,0.8407079646017699,0.8380952380952381,0.8151260504201681,0.8303571428571429,0.90625,0.7844827586206896,0.8695652173913043,0.23076923076923078,0.7787610619469026,0.8796296296296297,0.8201058201058201,0.7606837606837606,0.9368421052631579,0.7767857142857143,0.8958333333333334,0.5837837837837838,0.7980769230769231,0.8347826086956521,0.8141592920353983,0.8064516129032258,0.719626168224299,0.95,0.865979381443299,0.8461538461538461,0.7555555555555555,0.7365269461077845,0.7482014388489209,0.8333333333333334,0.7909090909090909,0.8073394495412844,0.8301886792452831,0.7920792079207921,0.7549019607843137
Choline,0.5681818181818182,0.7166666666666667,0.8681318681318682,0.875,0.8473282442748091,0.7108433734939759,0.7142857142857143,0.38235294117647056,0.8163265306122449,0.6170212765957447,0.7317073170731707,0.8148148148148148,0.6571428571428571,0.65625,0.43478260869565216,0.6857142857142857,0.8571428571428571,0.6721311475409836,0.75,0.6545454545454545,0.8586956521739131,0.7931034482758621,0.8134328358208955,0.6981132075471698,0.8660714285714286,0.7228915662650602,0.5777777777777777,0.84375,0.7169811320754716,0.5675675675675675,0.6538461538461539,0.675,0.7169811320754716,0.5555555555555556,0.62,0.6486486486486487,0.8316831683168316,0.0,0.6346153846153846,0.7608695652173914,0.7904761904761904,0.6842105263157895,0.36666666666666664,0.6470588235294118,0.888235294117647,0.6379310344827587,0.627906976744186,0.5882352941176471,0.8674698795180723,0.7023809523809523,0.7966101694915254,0.6666666666666666,0.5957446808510638,0.5454545454545454,0.8738738738738738,0.5769230769230769,0.7311827956989247,0.660377358490566,0.6346153846153846,0.717948717948718,0.6388888888888888,0.78,0.8878504672897196,0.7115384615384616,0.6923076923076923,0.6486486486486487,0.5192307692307693,0.6724137931034483,0.8448275862068966,0.6458333333333334,0.7,0.8802395209580839,0.6190476190476191,0.9035087719298246,0.3235294117647059,0.7,0.7272727272727273,0.75,0.7,0.7,0.7288135593220338,0.72,0.8867924528301887,0.6666666666666666,0.6585365853658537,0.8283582089552238,0.765625,0.6538461538461539,0.5510204081632653,0.46153846153846156,0.8735632183908046,0.5952380952380952,0.4888888888888889,0.7169811320754716,0.6363636363636364,0.6346153846153846,0.78125,0.4827586206896552,0.6981132075471698,0.6753246753246753,0.8582677165354331,0.6987951807228916,0.675,0.66,0.72,0.47368421052631576,0.6341463414634146,0.6136363636363636
Isoleucine,0.17777777777777778,0.6666666666666666,0.6881720430107527,0.777027027027027,0.6923076923076923,0.6736842105263158,0.6964285714285714,0.52,0.532608695652174,0.6875,0.5510204081632653,0.773972602739726,0.5957446808510638,0.6222222222222222,0.48333333333333334,0.5555555555555556,0.7698412698412699,0.3333333333333333,0.5517241379310345,0.3392857142857143,0.7961165048543689,0.8,0.7808219178082192,0.6461538461538462,0.7521367521367521,0.6979166666666666,0.37254901960784315,0.8333333333333334,0.7205882352941176,0.6415094339622641,0.1836734693877551,0.4,0.7205882352941176,0.4222222222222222,0.4827586206896552,0.4666666666666667,0.719626168224299,0.6346153846153846,0.0,0.6896551724137931,0.7079646017699115,0.25925925925925924,0.5833333333333334,0.6666666666666666,0.7619047619047619,0.3103448275862069,0.5555555555555556,0.7358490566037735,0.8350515463917526,0.6938775510204082,0.5245901639344263,0.21568627450980393,0.1111111111111111,0.7115384615384616,0.8292682926829268,0.8333333333333334,0.5876288659793815,0.2,0.3018867924528302,0.5918367346938775,0.7169811320754716,0.5454545454545454,0.7339449541284404,0.5666666666666667,0.4,0.4666666666666667,0.5230769230769231,0.2857142857142857,0.6090909090909091,0.25,0.7076923076923077,0.7361963190184049,0.5471698113207547,0.7586206896551724,0.48,0.7076923076923077,0.46938775510204084,0.7466666666666667,0.7076923076923077,0.7916666666666666,0.6944444444444444,0.639344262295082,0.7314814814814815,0.3148148148148148,0.6296296296296297,0.7777777777777778,0.7272727272727273,0.851063829787234,0.3018867924528302,0.7708333333333334,0.7714285714285715,0.26666666666666666,0.5254237288135594,0.7205882352941176,0.6086956521739131,0.043478260869565216,0.8163265306122449,0.74,0.6666666666666666,0.5930232558139535,0.7941176470588235,0.7040816326530612,0.4,0.3137254901960784,0.7424242424242424,0.46,0.40425531914893614,0.2978723404255319
