,Glutamate,Indole-3-acetate,Valine,Taurine,Histidine,4-Hydroxybenzoate,Betaine,Cytosine,Glutamine,Sarcosine,Thymidine,Tryptophan,Dimethylamine,Hypoxanthine,Citrate,Malate,Phenylalanine,Ascorbate,Creatine,Propionate,Ornithine,Tyrosine,"5,6-Dihydrouracil",Glutarate,Choline,Acetate,Methionine,Urea,2'-Deoxyuridine,2-Aminobutyrate,Threonine,N-Methylhydantoin,Guanosine,Acetoin,Arabinose,O-Acetylcarnitine,beta-Alanine,Phenylacetate,Lysine,Ribose,Valerate,"N,N-Dimethylglycine",Phenol,4-Hydroxyphenylacetate,Ethanolamine,2-Oxoglutarate,Proline,2-Hydroxybutyrate,Fucose,Lactate,Trimethylamine,2'-Deoxyinosine,Ethanol,Inosine,DL-methionine-sulfoxide,Uracil,Acetaminophen,Isopropanol,5-Aminopentanoate,Galactose,Aspartate,Xylose,p-Cresol,Formate,Arginine,beta-Pseudouridine,N-Acetylglucosamine,3-Hydroxybutyrate,Pyruvate,Lactose,Fumarate,Uridine,Butyrate,3-Phenyllactate,Asparagine,Cadaverine,Glycine,Tyramine,"1,3-Dihydroxyacetone",Desaminotyrosine,Methanol,4-Aminobutyrate,Pyroglutamate,2-Hydroxyglutarate,N-Carbamoyl-beta-alanine,Putrescine,Methylsuccinate,Thymine,4-Hydroxyphenyllactate,Propylene glycol,Nicotinate,Allantoin,Serine,Carnitine,Isobutyrate,Isoleucine,N-Acetylneuraminate,Cytidine,Alanine,Urocanate,Isovalerate,Glucose,Succinate,Creatinine,Glycerol,Indole-3-lactate,Citrulline,Methylamine,myo-Inositol,Leucine
Choline,3.368473448092875,3.6652350815046897,3.3254502032655995,4.437947473925634,4.473167850026489,4.48491370199815,2.5705129002636182,3.584466384629708,3.0839952170860703,3.324689232017115,3.4248173884289694,3.8507950530411823,3.338123954406123,5.0113451642177385,3.1727302303820903,3.357988939364254,3.9706457488270392,3.6047310131921435,3.341905187141183,3.1894752246571483,3.3844718464603782,4.200713570170574,4.2706034122988275,5.773846491340647,0.0,3.224889698123428,4.384946013895332,3.669486417252744,3.3214027668307224,3.44656574172662,3.359827412050042,4.630226940552396,3.54707963579869,3.2359482748475057,4.372808079488601,2.563017828717664,4.99925635516435,3.7687299013673643,3.2529347935026136,3.5643637445903495,4.068896175276165,2.937163582538851,3.58345030842794,4.707968250022339,3.265137505463821,3.817121138724117,3.995962584320676,3.3800031938046677,3.4966570135521886,3.4748391095992983,3.2929842505960316,3.8139845736518967,3.4158763484117554,3.7077920318209743,3.9656182978516887,3.9295889510520237,4.111071230364276,3.134871661446658,6.009181621975523,4.130987490439421,3.3470149730344065,3.978875542347821,4.178380479943909,3.8082993393734017,3.508100355205631,3.222237169595485,3.063727632104858,3.9409658643399994,3.571582697289664,4.0802468681663555,4.973126519994974,3.4490383509711964,3.6342780931681506,4.191447698535805,3.0454535182367772,3.9236878061473677,3.0640463759855456,4.060879509246636,3.8179704684778426,4.367836039969562,3.0930153782579386,6.599615113778123,3.8287304796774193,3.579002268742252,5.37094474250644,3.407692107548982,3.0669284006035955,4.018379229603574,4.018956540500021,3.345617312843145,3.8706789010951472,4.596981658967373,3.402478296792759,1.7619426374031386,3.254658473367877,3.1052827991568575,3.3351173205390374,3.330892442726127,3.3502072489082435,5.388923541361793,3.4884867332755394,3.8687919185735553,4.812792727263878,4.760643295640945,3.439088054924599,3.7968336281643227,3.237355711438269,3.119341201060543,5.551496500648395,3.3229011943821885
Acetate,2.8494363999746875,2.8324251403924747,2.689322400502131,3.487391057121991,3.4007532840611425,3.636675460759897,2.857432541232475,2.657126860387541,2.415504508168673,1.942878109271765,2.8341669123994166,3.1648365101238523,2.5428621683001578,4.1950023485342385,2.3852604735687013,2.5578144522975355,3.107539642675903,3.277333586348505,2.6027022298719182,1.504418763508191,3.0487907247696207,3.3079869389856236,3.659240233614459,4.924140600504457,3.224889698123428,0.0,4.169194056166699,2.01424993664838,2.970412142650124,2.845501761995577,3.033248306698,4.034582943836301,3.1985314189531495,2.288365994143893,4.190778194378715,2.2988855920312044,4.045835811285135,2.79979095634676,2.8256769048781236,3.1615845401720657,2.952695010011987,1.8876183399074142,2.659594991688946,3.8575694787334425,2.622647714462127,2.5819873983927875,3.4514108112151467,2.7656473594786486,3.089868142396418,2.537040814311369,2.9341989247468505,3.240247780783115,2.6220989643204704,3.287912386156839,3.7994762181756516,3.236832232668151,3.0836211749899007,2.6184795953222317,5.157425858941665,3.9561893097935004,2.710972153402433,3.659634971882875,3.5419408140938815,1.6477282693937279,3.4080620068950647,2.8977539973241546,2.455864383158643,2.8490367516103197,1.379479633202391,3.9099767664414298,4.027008455961519,3.230670721303892,2.5564548601002985,3.560275485920075,2.1364174431726095,3.5392331330801223,1.4645044030518009,3.732639111582745,2.872203540022088,3.514945485227405,1.917146435028092,5.874407491065335,2.872917138948912,2.7507367840215746,4.375207264660086,3.112617446134102,2.2188721294869462,3.5388710019420118,3.1434397150208775,2.586432914248583,2.7593788785102453,3.303159564721502,2.7631665885198347,2.54016440062264,1.7457683314062513,2.735549816977614,2.5967276597640234,3.0987733642484585,2.4279006235806455,4.509635269655947,2.633596548528402,3.5966310057062008,4.084330891026166,4.294196677825246,2.8152349089764614,3.124583081123438,2.5822413195056155,2.1421731780564364,5.326943140480518,2.792576609265296
Methionine,3.083517588223627,4.176297353196374,3.411973615366743,5.354117022162016,4.395770697838678,5.211285508436181,4.173276182330746,4.055051718567183,3.0831959465367844,4.249152167463398,3.757633053482622,4.108507886467244,4.61128921170109,5.30624459268873,3.9261224798978,3.8241475156827294,4.038477749641967,3.9336604650566143,3.999434579832451,3.860862935889478,2.1539520155195393,4.5334327891072945,4.754840663863108,6.568704629125217,4.384946013895332,4.169194056166699,0.0,4.612164393775944,3.776768266214427,3.0195120911910354,3.5466883405114045,4.943556953284392,3.74847886243229,3.761463287771671,4.796229481874013,3.536733594761482,5.7139053061105045,4.376389892241373,2.438272026425693,3.63517129941002,4.819335106163296,3.896773640566163,4.074300546409125,5.470754124804162,4.32488722050003,4.552641565173248,4.520592160873227,3.3687167139070278,3.8809639101614373,3.799278077650746,4.406049961293729,4.182231829542957,4.216806817419307,4.040051970940398,1.3598230939666558,4.668564809861009,4.3472134645549705,4.079018300067792,6.6040705234688515,4.432572453621395,3.724592289887508,4.239170493100773,4.698102952202946,4.5340420562972525,3.191197902377474,3.9745012588430315,3.396216457892213,4.7570694020107265,4.201547988833731,4.250829229434472,5.697540473079159,3.806516247716647,4.539820028563332,4.219440716451709,3.9695494107913922,4.54188712025179,3.7730805617896306,5.190710295668681,4.310848847073169,5.164048124692662,3.907329022941093,7.127004974094095,4.012734820901822,3.945732362958709,5.858174953846116,4.072294157133201,3.7808790930665013,4.918728196147508,4.624315232450524,4.041099715526269,4.179988223774478,4.760265552416498,3.368126409618438,4.092957929442814,3.9260004883262045,3.4118006779058874,3.612372076565124,3.701224133781288,3.6081778924072268,5.5874843615408,4.614226214916347,3.9504485887808882,5.579998845641905,5.0509952857692015,4.052426251384748,4.0778585214522725,2.908388332924667,4.0161364754459665,5.9686175449288275,3.0023527506625562
Urea,3.526622429869686,3.4487679013680155,3.424514672893342,4.105023180212868,3.907447313652504,4.240815044257113,3.354530061570272,2.90543509381114,3.048804349819718,2.8280675566341897,3.1889812843764633,3.7288511115854917,2.592494334015949,4.285665068842792,3.280553790519994,3.3838117632116647,3.7764266743666033,3.992016995505267,2.943269568663737,2.6143909595628094,3.609253649464133,3.8575757459202302,3.5638498700584873,5.6033791129751185,3.669486417252744,2.01424993664838,4.612164393775944,0.0,3.307340966747877,3.5402863326428835,3.7874453499226086,4.101066627101888,3.510147005762894,2.99157584156882,4.389316610152487,3.0884954929854307,4.791018630180279,3.7716065744747773,3.3873428155382994,3.728581098795826,3.851264310581382,2.6756777931106255,3.245528788930403,4.534170020129214,2.7325840148512563,3.6247398153368264,3.911094732227974,3.507248487470914,3.535066254832944,3.343108941921777,3.131394344771253,3.4138393948277646,2.924973564367935,3.4995710345793976,4.344707419576148,3.5555068347054837,3.403020729775585,3.076995362529929,5.617992289155396,4.258078745846431,3.523260241812227,3.983866036302052,3.879323862572114,2.5974139036464776,3.643258678705141,3.340542771397616,2.963360403839407,3.711568062558883,2.5739359549975362,4.350101202916293,4.76902815447726,3.6227631687646116,3.582302878340839,3.9745826558209973,2.767878206109213,3.829263903235667,2.2800080719109475,4.028502452985655,3.188291046592867,4.187199486780086,2.4636856828882703,6.312983578224195,3.3026539751209967,3.5964520522670345,4.606872944327649,3.555772817196968,3.1631715520933774,3.826265260335765,3.729997469337469,3.099998108525072,3.3943328901691,3.095447799909097,3.3813490890440736,3.1642459335111734,2.832333446887512,3.432274451047491,2.9670551370084186,3.5205570596616336,3.256976445096326,4.960592761916663,3.585326848954008,4.092885117589807,4.870196518539183,4.510952019630398,3.2362524642585986,3.682117521132235,2.844019614956984,2.5546978151831627,5.450186114400883,3.553817826252341
2'-Deoxyuridine,2.707413662600952,3.0001370879765483,2.7283745308301057,4.4257955679104715,3.6576065071468715,4.275043700665107,3.081007268682582,2.5591628934153365,2.166133103137058,2.98857078371949,1.2593686459955729,3.076653232014312,3.1776788955208386,4.331433602134715,2.831655227562035,2.668169274130069,3.059972014192467,2.932774156552412,2.893332688287194,2.638522823006281,2.7051400702115194,3.464634742696997,3.9607089620946523,5.772268916353599,3.3214027668307224,2.970412142650124,3.776768266214427,3.307340966747877,0.0,2.8164382927240577,2.9631280030957203,4.152965697823119,1.962789815353991,2.5505038566770253,3.798317949959554,2.3565953083963156,4.955240163851899,3.226487286579075,2.607830258666412,2.7413953596645433,3.948182998848084,2.4538213779430658,2.7034364752391085,4.4593011036007955,2.913328555668367,3.4994343881820105,3.1889670648363566,2.513895330486986,2.370290571265692,2.642433801498398,3.0276079925675403,2.3409381165368512,2.7623011381689846,2.21421283869944,3.3318900966200786,3.1159837731885482,3.3337636754750237,2.668493562802539,6.115688518783141,3.1682351866947407,2.9139690263714058,3.425791551782817,3.5545347550394384,3.5326090377563886,2.9299180665390634,1.922818546638511,1.9818557693780912,3.6580515201335633,3.1955547100367943,3.1125617460583195,4.836889211287563,1.312736354564851,3.4468062021738968,3.513498261458872,2.413929259828828,3.854134801215779,2.5476696918064423,3.974873956127776,3.1278143440943107,3.957453408857024,2.5282371109689463,6.661741035136645,2.881952093795027,3.025070485197281,5.2940344910118915,3.0881475841891177,2.585088811771323,3.5728499097390145,3.250471140414745,2.7939034991606038,3.151089137789139,3.6744150795810975,2.853484355055279,2.830837466899531,2.7913179950729763,2.4907274443372027,1.9539363698154986,1.5910999244012944,2.802441103644532,4.867405473897692,3.404894631701456,3.155595414913084,4.695228403274074,4.288068576731321,2.6606076413309796,2.874197342215082,2.6536862171597813,2.576508264742461,4.744415311869135,2.477351495882756
2-Aminobutyrate,2.2503876145944477,3.1672065498904525,1.2437871393927638,4.62559472176142,3.188725854864707,4.19663504490555,3.230892640912004,2.9213175776989915,1.748272606020576,3.011893791874498,2.767021450457846,2.9005362610925,3.388574933786795,4.670577993820754,2.7295365130542653,2.672936102649994,2.769099390362877,2.981352247908116,2.914643533870061,2.5603605794301605,1.7835848741367335,3.2188254920618706,3.995563780422067,5.978500724473897,3.44656574172662,2.845501761995577,3.0195120911910354,3.5402863326428835,2.8164382927240577,0.0,1.5670713001109198,4.426305927348735,2.9330989830652263,2.3973407269571543,4.297666515505201,2.39099111726994,4.922886578249805,3.2519710845583867,1.8212954985303527,2.7558711547905816,3.962316637015355,2.6502371949405243,2.850956582896967,4.388307743454696,3.3188271333602652,3.569602207111005,3.4876504695205974,1.492172076212264,2.9148370227235563,2.2914550837373286,3.309658276022345,3.421938897293869,3.123114599525902,3.2859128953487318,2.571669722565886,3.7551850277721597,3.400405933592266,2.908417850925682,6.16625881217897,3.7556740772175514,2.5180443705877664,3.4737565804519432,3.779665619273128,3.4554641528707357,2.2450728331185354,3.0551996237324337,2.159952669893061,3.771713229374864,2.9623108587769975,3.627141682621215,4.90149924368768,2.9558436095190586,3.42740550988939,3.518441497767307,2.5523215354339333,3.7796173877132024,2.2998520011909727,4.052865934302951,3.509575769132663,4.022344455165188,2.5891178104267993,6.682386418868049,3.167092744876382,2.879818349007234,5.200163136696432,2.963287293127505,2.5166635701990567,3.889906578838912,3.172558675137295,2.634142348613747,3.068457001967453,4.048000159153413,1.9867134522924967,2.9563598136179747,2.46607540223363,1.5245036388063864,2.403297442722263,2.6368392094794144,1.602801973439248,4.860909270994818,3.3443931363581605,3.0786073067613615,4.87670945567855,4.436029991612859,2.78083861896592,2.8664972464825444,2.1332808469671174,2.7647526950516275,5.414359515077693,1.5015742196370898
Threonine,2.6839715246649494,3.3094291152989364,1.5293309583932138,4.8299602813346825,3.3218763197669112,4.349332232612174,3.4326944728591715,3.0441336816041766,2.278569381820843,3.364882055716622,2.890598342463611,2.995177480489754,3.487536782210133,4.862596582304213,2.8326962168233045,2.9564157154175565,2.9044348146254673,2.9827055473908,2.981079967834036,2.7889565916596664,2.3284067182035924,3.40962814062067,4.168964548440208,6.218630379860869,3.359827412050042,3.033248306698,3.5466883405114045,3.7874453499226086,2.9631280030957203,1.5670713001109198,0.0,4.411222399795272,3.095855407259589,2.5877904309426243,4.414825901358844,2.684733359369604,5.230232747369033,3.4625787458614288,2.4181512832876644,2.7209884633557873,4.185185769889758,2.9788577512841186,2.95815966265541,4.6339644211186535,3.5413938762556625,3.8554298925280768,3.521738553873771,2.137843064684877,3.1877602555453963,2.7091394526078716,3.4594319786103327,3.6190355242088392,3.2816782550992993,3.460385680384934,3.1156102666419923,3.7765857949659374,3.574532269457272,2.9675260778163035,6.356611455587516,3.821834242746092,2.647672135499424,3.545844358461765,3.9255654361263566,3.669117689098419,2.3273070938892575,3.1575801913986092,2.201924808631163,4.140024470104321,3.1986312577426754,3.7280683229173155,5.158624590474163,3.0747387890146194,3.6864222654478094,3.7365852617568147,2.7642781791346676,3.930581263313446,2.479679107247316,4.218663002556485,3.6320883195225337,4.283122712952614,2.7483728338164015,6.932230887729581,3.516845095919425,3.277033050512683,5.6000781806473645,3.096513674008228,2.6109650443403427,3.8907037900964627,3.4030743563306913,3.007372250582273,3.173632953610721,4.313284058967997,2.297204552769241,3.095971554479965,2.6522588240354468,1.4070837764075732,2.7378959937876224,2.764223916898951,1.6399464112834208,4.904452772672839,3.5969561535587466,3.0988290681644557,5.120382121714032,4.402795076769068,3.1069789595649713,2.9231224195043772,2.617971694109646,2.9070028824798317,5.480173285494986,1.9501786608446827
N-Methylhydantoin,4.18761906642184,3.9482896298724888,4.2587210162405436,4.946590803723001,4.919044005949589,4.783002272967432,4.142671368251904,3.8940831906834297,4.003624892633815,4.036483870100919,3.9982750462085295,4.353527766146909,4.293410219562058,5.274020794452139,3.8908559468914055,4.240781190874695,4.584593998714943,4.258189402325219,3.2264132473973244,3.7559229176519917,4.147171281877874,4.801380323600795,3.4649432744525592,6.097935061936466,4.630226940552396,4.034582943836301,4.943556953284392,4.101066627101888,4.152965697823119,4.426305927348735,4.411222399795272,0.0,4.202009699025,3.935817462940183,4.889957084792848,3.936913135506409,5.53329319387315,4.192704722131184,4.032773429645682,4.320473926119076,4.514435459822257,3.599045733372852,4.005623473370174,5.190720934979858,4.258862406190586,4.462191381262789,4.339030103235493,4.235473402977322,4.400305667540294,4.145551001380694,4.219808101089983,4.286525223197691,4.0109809364520395,4.3070278429813476,4.624738726802938,4.519272957710476,3.9223076522760505,4.051084971273471,5.956691358688243,4.9029921438214075,4.392225203290133,4.742501148933772,4.676575934009705,4.110542954388441,4.0789230814087825,4.326029730885364,3.6835001473481253,4.5508270378755595,3.9020158967757523,4.913582392202311,5.28324098894408,4.30814287002662,4.252990131956807,4.730672426816523,3.972710704607453,4.500009972788915,3.8149181686085303,4.959776226176712,4.1289698177540854,4.872875525210195,3.806476284826804,6.733476467577345,4.4057271128569715,4.271523525502075,5.469854625692952,4.174983786185431,3.887522441614682,4.587659984645553,4.457297633839588,4.329732298739228,3.7280888308373656,3.685882410302135,4.122158625782777,4.248152841244291,3.8363025414282625,4.093947722108268,3.692211631815877,4.098831929186593,4.235594586411842,5.419535071643594,4.4677932007095364,4.729777642590772,5.542923964896659,2.198245972427467,4.163642210950207,4.146770002866845,3.811007667792316,3.7944103920894876,6.190433990169111,4.326534171148367
Guanosine,2.864410423689525,3.345712707858665,2.89450196334128,4.525636338455463,3.862671274294932,4.294988878881823,3.32578511270189,2.968669072048525,2.621448605159024,3.222840580785836,2.272977533503859,3.487862079762662,3.4831026045794746,4.123520394660153,2.97674106141235,2.878845656514473,3.485929556192039,2.84163227309045,3.162781611810805,2.907280746603435,2.8061070897990574,3.743825571218203,4.328071160654471,5.927556193922151,3.54707963579869,3.1985314189531495,3.74847886243229,3.510147005762894,1.962789815353991,2.9330989830652263,3.095855407259589,4.202009699025,0.0,2.8853233434789662,3.903527278631266,2.7257295640242285,5.137951185416869,3.593844858972173,2.7625554300201203,2.8701855542322847,4.129230835720928,2.726215150645022,3.018884899621129,4.68640636333409,3.3945754002765907,3.6556372458478132,3.5282529077936555,2.7428857326237486,2.78484651148865,2.8125261292843344,3.2589229913327946,2.216150780759324,3.1700171598259437,1.545161658194044,3.3240530512973105,3.591007594562763,3.597945224725615,3.093178291777505,6.193294138003311,3.2882575667116427,3.093722024567877,3.5077242508128044,3.645979407118068,3.6079004366974363,3.0423821942799285,2.4585532501436136,2.307123898616432,3.895787778761103,3.2439088631420225,3.195249133439923,5.145907840549984,1.6810391368657451,3.6276074014633717,3.8357709152661674,2.805252886295807,3.949548726392478,2.7498563899768107,4.11654675665513,3.517877722137306,4.156998649076422,2.884395985021085,6.807987051442913,3.079082121352447,3.20393955172293,5.430821161721126,3.216295866388311,2.7372192148287335,3.9233342778005005,3.4924007586740027,2.9720286094575536,3.140835319100695,3.8392957381830444,2.9895480899045914,3.1756344130528293,2.96399962363002,2.767943240889379,2.199985007712771,1.6392977292487068,2.9585955512445645,5.102109117127661,3.591900346976265,3.0824486195525247,4.883054663119623,4.427858394265146,3.0373539937457097,3.3256985235197534,2.91451979259655,2.948267478790587,4.872729025717943,2.7892027086447575
Acetoin,2.5691182833565254,2.8672452519260823,1.9861852342730013,4.416076670655039,3.502228606546593,3.7559412643989223,2.8272125655557936,2.542149458220892,2.127713273006631,2.696194055744775,2.3736292045961065,2.8603610176749106,2.603234475231484,4.355142467620339,2.6890151140558536,2.8689861589644376,2.8909885454204076,2.8525825430663225,2.608216104078793,1.5270701091075254,2.492370291973455,3.2749636630877568,3.7264654901664236,5.513880856983727,3.2359482748475057,2.288365994143893,3.761463287771671,2.99157584156882,2.5505038566770253,2.3973407269571543,2.5877904309426243,3.935817462940183,2.8853233434789662,0.0,4.040528328351355,2.1224457590158177,4.759692526151086,2.6754250192185434,2.3957955949176752,2.7500112875659495,3.1971038400294796,2.0026943635496735,1.5090938511711145,3.9660810803988302,2.7454971025396726,3.267218015636484,3.265822644553777,2.404682147220717,2.7417223560132435,2.5147016463969325,2.7493099985875804,2.9881914955063715,1.806230337865394,3.0613294936015527,3.3472886876042742,3.3957515050226905,2.899390204237992,1.5899477210343833,5.7001737905996075,3.5666634240518666,2.8455961956601388,3.563080173867157,2.9354243694614497,3.172947065971542,2.871281101640203,2.8297439499890844,1.9804964882300833,3.3891152270726006,2.376519684909717,3.594614745562858,4.706410150950822,2.920783858143187,2.8185640977827835,3.3183648920530144,2.5063067617267354,3.4689382223568432,1.700381597686631,3.5937799128962102,2.5356905155963587,3.591217713877478,1.608351662743827,6.414780307882985,3.0793213123437617,2.9083205595925357,5.03619510337454,2.8003729091524163,2.4781772204084733,3.539751768595707,3.011710540534848,2.3898610868547223,2.810294872686866,3.486188770340211,2.535028124082936,2.8257380399659446,1.6298295894190256,2.0532522970451343,2.385833251834854,2.6050232815568806,2.2219791370904605,4.7820582033871215,2.6657419993981555,3.309038432578413,4.5356056007471794,4.0977886166124735,2.526994755515535,2.7938689337968796,2.4152598563700733,1.6840496076776337,5.337945226277051,2.100875219247438
Arabinose,3.858040618639635,4.231385227967082,4.319520470263554,5.098826029954774,5.228091776800631,4.578200826560907,3.9983760128486487,4.081778875211755,4.010648224901878,3.742393251607104,3.8310264702582764,4.8280080877130995,4.272819356952862,5.461943048816246,3.888980778053294,3.539734553180845,4.920602923634107,4.1971479709793025,3.9732689890380493,3.630382403765642,4.0882872055125015,4.947488752983796,4.62286851525277,5.242589374423835,4.372808079488601,4.190778194378715,4.796229481874013,4.389316610152487,3.798317949959554,4.297666515505201,4.414825901358844,4.889957084792848,3.903527278631266,4.040528328351355,0.0,4.009142860810786,4.858834860608642,4.23287541384834,3.8963211305251213,2.749803597751589,4.085638275020519,3.735891444657201,4.260987461718152,4.942302208457196,4.005842712642707,4.034414170459724,4.787113530906487,3.7559425064223313,2.485102208904443,3.5220866624640204,4.4716718126205555,4.030104762264734,4.2867209634258545,3.9463363938620635,4.5186638002755535,4.133209875748397,4.6313854052552985,4.194423080659559,5.296936593002743,2.1209545081216334,4.108113324159501,1.7425497654645576,4.498915261641688,4.267990181909689,4.188608442307615,3.172411639328079,3.40768791009371,4.342190916314275,4.112946155155197,3.1611682261901866,5.2395669443893285,3.7260015892588787,3.9830452971457113,4.417383666658495,3.8440279510607724,4.353302926258067,3.621407946443254,4.825920744076493,4.143404136329149,4.53491172920153,4.027352736285948,5.966723057811306,4.052727394825807,3.4643476464558502,4.778140953086804,4.017668174351833,3.8740709452772446,4.344042978713356,4.3082770727526585,3.521696683797293,3.9449855493967783,4.638323915531326,3.7105820581314894,4.049038840869147,3.88285783544409,4.191150251414148,3.599541793050771,3.868293454191652,4.230183334077145,5.856548080423627,4.261648850325875,2.8057375478336692,4.603775187506874,5.202771501655833,3.0563827092029303,4.407515827990867,3.6395146850015285,4.0165197234305925,3.5637743978350582,4.292712243570758
O-Acetylcarnitine,2.2262911684274393,2.5308783783674413,2.319310978341232,3.8283264923192792,3.6533816223311626,3.7683120852308982,2.163042662467906,2.654933720263365,1.9392034067751427,2.326278163155618,2.444414486904609,2.835107630352993,2.981844365349158,4.499554114488657,2.1597516410625333,2.327065663997653,2.8965964061205667,2.5153947138527206,2.488146948291562,1.9965007041443712,2.444304516909713,3.420293111594495,3.697139960793459,5.179487468104838,2.563017828717664,2.2988855920312044,3.536733594761482,3.0884954929854307,2.3565953083963156,2.39099111726994,2.684733359369604,3.936913135506409,2.7257295640242285,2.1224457590158177,4.009142860810786,0.0,4.312879048251075,2.518007042484249,2.362115978572714,2.7821240340937083,3.1763859172962974,1.6869321990581567,2.503586705319138,3.962233124633652,3.034628776260852,2.807513640489575,2.8963928794058313,2.204171069868935,2.583836797396538,2.463206889501972,2.736526072786608,3.0428570616807846,2.567306311599029,2.983155239855751,3.0031701742991483,3.3293373051990867,3.1596243600640737,2.4355830880467835,5.635002307428362,3.5033978663660887,2.467063701430738,3.48411363878798,3.5280969368761275,2.9686131267927003,2.8255298720491147,2.4677570735963665,2.0265069602934487,2.9405775665292846,2.471406662791288,3.361404306009515,4.140216144353214,2.593718326571628,2.670685911500579,3.261520666712221,2.2473733798050395,3.7715210806773536,2.0959260465562206,3.8625790829307003,3.037273536997443,3.5708382831464207,2.0701705639132464,6.197461392088523,2.783841131763807,2.499741543892851,4.903410772479274,3.013019801834936,1.9415582538921197,3.6633871627230254,3.1843571224287994,2.803734995013278,2.788752427688079,3.6385808181437316,2.5540608998052794,1.789615115165394,2.1522102076761116,2.090134970222856,2.1823724431652507,2.3840575938564514,2.5291851762811395,4.627562065640727,2.5493199472338355,3.1486457144089512,4.138103550486554,3.976425996050003,2.8487238789260303,2.7732423740518266,2.404066114266361,2.2736418044861093,5.09069604373525,2.141997795985108
beta-Alanine,4.227202688456513,4.300391003678847,4.942921810291061,3.6647339134152563,5.327779508385516,4.114830517203272,4.19967829515683,4.837991016103823,4.681750485784107,2.9875671987661363,4.90916427838054,5.151124345871487,5.034589225447457,5.831579392227697,3.882199438485525,3.6008608740619845,5.074322408891993,5.090054640254091,4.506622744679825,3.9918868170696205,5.109037060500413,4.864551991663467,5.262864800554364,2.9248644757080333,4.99925635516435,4.045835811285135,5.7139053061105045,4.791018630180279,4.955240163851899,4.922886578249805,5.230232747369033,5.53329319387315,5.137951185416869,4.759692526151086,4.858834860608642,4.312879048251075,0.0,3.469732473923104,4.919246994842498,4.773966721270302,2.9388588233206376,4.081756639390985,4.996381403222078,3.7586589721262884,4.622168310656655,2.9400218624212213,5.032403433967596,4.701123439791411,4.512891673742153,4.287407865771345,5.177188631353794,4.988729721106919,4.9341865836906145,5.036410204404348,5.3978666583594475,4.643241910329025,4.834115808141971,4.90555140184957,3.766213263955743,5.021269459119794,3.760353678455524,4.822059974611734,5.059319281875915,3.969885911105573,5.193143203628631,4.478772854933072,4.572956957867645,2.2241871828492177,4.01694041611686,4.977470411894792,2.645051702504154,5.05934568633499,2.6255476078684468,5.190484567348732,4.227981524090027,5.163018959877086,4.303570155930863,5.024431939792989,5.023415953740373,3.7022488026768325,4.625398791265997,3.5412968578770565,4.279512133504184,3.308061958767246,3.0269201588528043,4.988227986075626,3.9201226982131487,5.020773795744015,4.424620338209429,4.372790400625671,4.43364538782641,5.252222372758243,4.88773718161924,4.033633552651606,4.103979145922756,5.079693561404413,4.5353722694255065,5.088525548758065,4.851770637602407,5.330837971074211,3.321305533849789,5.129934290416574,2.6448250129670696,5.68991594323987,4.581346017371914,5.059538288181744,4.568651576780655,4.767773195702653,5.776005926003289,4.929955131188412
Phenylacetate,2.547084548399317,2.50000938295399,3.0924656943814783,3.9681544350763827,3.896188804547945,3.336296797223521,2.862815115072837,3.2175341120583503,2.8590270424425563,2.494991715944503,3.046542155743535,3.316451693375004,3.6668691390741732,4.723677520695308,2.8599232386950137,2.8616543370203424,3.2244394012892763,3.5460526864089106,2.954531669250038,2.3110469996912566,3.323707803097677,3.326391636050225,4.1782405976631285,4.121340030895612,3.7687299013673643,2.79979095634676,4.376389892241373,3.7716065744747773,3.226487286579075,3.2519710845583867,3.4625787458614288,4.192704722131184,3.593844858972173,2.6754250192185434,4.23287541384834,2.518007042484249,3.469732473923104,0.0,3.178324722843914,3.322432924052394,2.2118168400130775,2.4619658020840793,2.87463066280924,2.540444161923626,3.5613311811625556,2.430369372231119,3.654228790107517,3.0993358877187807,3.2353106212952776,2.917742605974215,3.607798523052193,3.5982958665047025,3.1214597687329753,3.670653392389822,3.9175772458559375,3.6086570430817493,3.3970225422484805,3.0455351226649934,4.70403749659068,3.981985392930546,2.914536534800612,3.949752695126206,3.459087217387865,3.2660243789360965,3.558488391856864,3.2251870735941783,2.851790241886832,2.58894994176056,2.8057007456212144,3.9476105786301874,3.518499908882054,3.476534293959242,1.8192257556641713,3.5924844221658487,2.9119589442212312,4.137725014779126,2.740092438110017,3.8242215184981654,3.3627559828955835,2.4705927106141017,2.809167574129643,5.138621620729112,3.439582323785167,2.399373823005584,4.358974649480068,3.626012280781264,2.7703602310341777,3.7905700703805376,2.875416516282938,3.1382134878876227,2.862345681781975,4.040281687070582,3.4348807949048656,2.88326901167145,2.5222647376432326,3.1409118113579515,3.057450972918889,3.354878734551779,3.0910360532561167,4.310076632975973,2.046915312325386,3.881480472136789,3.321566472665597,4.3083906533928635,3.2459423983191757,3.2741647757157772,3.1478553538362433,3.0022104844948307,5.460758236647792,2.979771361273757
