,Methanobrevibacter_smithii,Methanosphaera_stadtmanae,Rothia_mucilaginosa,Propionibacterium_freudenreichii,Bifidobacterium_adolescentis,Bifidobacterium_animalis,Bifidobacterium_bifidum,Bifidobacterium_breve,Bifidobacterium_catenulatum,Bifidobacterium_dentium,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Adlercreutzia_equolifaciens,Collinsella_aerofaciens,Collinsella_intestinalis,Collinsella_unclassified,Eggerthella_lenta,Eggerthella_sp_1_3_56FAA,Eggerthella_unclassified,Gordonibacter_pamelaeae,Slackia_piriformis,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_eggerthii,Bacteroides_faecis,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_intestinalis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_salyersiae,Bacteroides_sp_2_1_22,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Bacteroidales_bacterium_ph8,Barnesiella_intestinihominis,Odoribacter_laneus,Odoribacter_splanchnicus,Parabacteroides_distasonis,Parabacteroides_goldsteinii,Parabacteroides_merdae,Parabacteroides_unclassified,Paraprevotella_clara,Paraprevotella_unclassified,Prevotella_copri,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_onderdonkii,Alistipes_putredinis,Alistipes_senegalensis,Alistipes_shahii,Alistipes_sp_AP11,Alistipes_sp_HGB5,Alistipes_unclassified,Enterococcus_avium,Enterococcus_faecalis,Enterococcus_faecium,Lactobacillus_acidophilus,Lactobacillus_casei_paracasei,Lactobacillus_fermentum,Lactobacillus_gasseri,Lactobacillus_plantarum,Lactobacillus_rhamnosus,Lactobacillus_salivarius,Pediococcus_acidilactici,Pediococcus_lolii,Pediococcus_unclassified,Leuconostoc_citreum,Lactococcus_lactis,Streptococcus_australis,Streptococcus_lutetiensis,Streptococcus_mutans,Streptococcus_parasanguinis,Streptococcus_salivarius,Streptococcus_sanguinis,Streptococcus_thermophilus,Streptococcus_vestibularis,Butyricicoccus_pullicaecorum,Clostridiaceae_bacterium_JC118,Clostridium_asparagiforme,Clostridium_bolteae,Clostridium_butyricum,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_leptum,Clostridium_nexile,Clostridium_perfringens,Clostridium_scindens,Clostridium_sp_KLE_1755,Clostridium_sp_L2_50,Clostridium_symbiosum,Clostridiales_bacterium_1_7_47FAA,Flavonifractor_plautii,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_sp_3_1_31,Eubacterium_ventriosum,Anaerostipes_caccae,Anaerostipes_hadrus,Anaerostipes_unclassified,Blautia_hansenii,Blautia_hydrogenotrophica,Blautia_producta,Ruminococcus_gnavus,Ruminococcus_obeum,Ruminococcus_torques,Coprococcus_catus,Coprococcus_comes,Coprococcus_sp_ART55_1,Dorea_formicigenerans,Dorea_longicatena,Dorea_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Lachnospiraceae_bacterium_1_4_56FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_4_1_37FAA,Lachnospiraceae_bacterium_5_1_57FAA,Lachnospiraceae_bacterium_5_1_63FAA,Lachnospiraceae_bacterium_6_1_63FAA,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_8_1_57FAA,Lachnospiraceae_bacterium_9_1_43BFAA,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_unclassified,Oscillibacter_sp_KLE_1728,Oscillibacter_sp_KLE_1745,Oscillibacter_unclassified,Clostridium_bartlettii,Clostridium_difficile,Peptostreptococcaceae_noname_unclassified,Anaerotruncus_colihominis,Anaerotruncus_unclassified,Faecalibacterium_prausnitzii,Ruminococcaceae_bacterium_D16,Ruminococcus_bromii,Ruminococcus_callidus,Ruminococcus_lactaris,Ruminococcus_sp_5_1_39BFAA,Subdoligranulum_sp_4_3_54A2FAA,Subdoligranulum_unclassified,Catenibacterium_mitsuokai,Coprobacillus_unclassified,Clostridium_ramosum,Clostridium_spiroforme,Erysipelotrichaceae_bacterium_21_3,Erysipelotrichaceae_bacterium_2_2_44A,Erysipelotrichaceae_bacterium_3_1_53,Erysipelotrichaceae_bacterium_5_2_54FAA,Erysipelotrichaceae_bacterium_6_1_45,Eubacterium_biforme,Eubacterium_cylindroides,Eubacterium_dolichum,Holdemania_filiformis,Holdemania_unclassified,Turicibacter_unclassified,Acidaminococcus_intestini,Acidaminococcus_unclassified,Phascolarctobacterium_succinatutens,Dialister_invisus,Megamonas_hypermegale,Megamonas_unclassified,Megasphaera_micronuciformis,Megasphaera_unclassified,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_unclassified,Fusobacterium_nucleatum,Burkholderiales_bacterium_1_1_47,Parasutterella_excrementihominis,Sutterella_wadsworthensis,Bilophila_unclassified,Bilophila_wadsworthia,Desulfovibrio_piger,Citrobacter_unclassified,Enterobacter_cloacae,Escherichia_coli,Escherichia_unclassified,Klebsiella_oxytoca,Klebsiella_pneumoniae,Klebsiella_unclassified,Proteus_mirabilis,Haemophilus_parainfluenzae,Akkermansia_muciniphila,Methanobrevibacter_unclassified,Collinsella_stercoris,Bacteroides_clarus,Bacteroides_plebeius,Lactobacillus_delbrueckii,Lactobacillus_sakei
PRISM.7860,0.0,0.0,2.4e-05,0.0,0.032110200000000005,0.0,0.0,0.0,0.0,0.0,0.114304,0.0,0.0019109,0.0593577,0.0,0.0,9.470000000000001e-05,0.0,0.0037829,0.000266,0.0,0.0017329999999999997,0.0,2.3e-06,0.0,0.0,0.0,0.0,0.0010031,0.0179372,0.0174701,0.0,0.0,0.07912319999999999,0.006438800000000001,0.0436399,0.0098154,0.0030906999999999996,0.0051197,0.0034109,0.0,0.0008216000000000001,0.0,0.0,0.0,0.0054776,0.0,0.0,0.0,0.0006478,0.0,0.0028194,0.0,0.0,0.0,0.0,0.0031728999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013622999999999999,0.015299,9.36e-05,0.0002156,0.0,0.0,0.00011740000000000002,0.0007316,0.0003307,0.0,0.000291,0.0004021,0.0007183,0.0,0.0,2.57e-05,0.0028526999999999997,0.0,0.0014985999999999999,0.00034530000000000004,0.00012890000000000002,0.0,0.025342700000000003,0.0,0.154079,0.0,4.8e-06,0.0,0.0,0.0157689,0.0,0.0,0.0,0.0001118,0.010594200000000002,0.0014734000000000001,0.0232079,0.0,0.007181399999999999,0.0,0.010243,0.00387,0.0,0.0,0.0,0.0018663,0.0023649,0.0012847000000000002,3.79e-05,0.0001307,0.0002129,0.0,0.0003076,0.0,0.0006464,0.0,0.0,0.0,0.0023855,0.0054673000000000005,0.0,0.0025544,0.0005069,0.0,0.0,0.0004963999999999999,0.0006056,0.0539788,0.0,6.73e-05,0.0,0.0170278,0.0638638,0.0033653,0.0281344,0.0,0.0015946,0.0009805,0.0,0.0001453,0.0,0.0,6.3e-06,0.0,0.0,0.0,0.00020299999999999997,0.000401,0.000206,0.0002585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4299999999999998e-05,0.0,2.98e-05,6.1e-05,0.0,0.0005104,0.0,0.0,0.0016640000000000001,2.4e-06,0.0,0.0,0.0,0.0003158,0.0003959,0.0,0.0,0.0,0.0,8.43e-05,0.113094,0.0,0.0,0.0,0.0,0.0,0.0
PRISM.7861,0.009762799999999999,0.0,0.0,0.0,9.9e-06,2.26e-05,0.0,0.0,0.0,0.0,1.53e-05,0.0,0.0099175,0.0942578,0.0,0.0,0.0006507,0.0,0.0016813,0.0038921,0.0,0.029685400000000004,0.0025491,0.0,0.0,0.0,0.0,0.0006816,0.0,0.0,0.0069051,0.0,0.0,0.0,0.0011849,0.011178299999999999,5e-06,0.0,0.0001032,0.0010496,0.0,0.0,0.0,0.0,0.0,0.0012163,0.0,0.0,0.0,0.0001415,0.0008732000000000001,0.0028466999999999998,0.0019743,2.8100000000000002e-05,0.0012239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010744,0.0009255000000000001,0.0,2.7699999999999996e-05,0.0004626,0.0045723,0.0001663,0.0003083,0.00022,0.0,0.0001564,0.0,5.94e-05,0.0,0.0,6.6e-05,0.0017542999999999999,0.0,0.0,9.9e-06,0.0,0.0,4.6200000000000005e-05,2.64e-05,8.85e-05,0.0,0.041861,0.0052988,0.22613699999999998,0.006761100000000001,0.0004218,0.0044782,0.0,0.001719,0.0,0.0,0.0024739000000000002,0.0,0.020220099999999998,0.018317700000000003,0.0621701,0.0041361,0.0192459,0.0,0.0343118,0.0206139,0.0,0.0,0.0013084000000000001,0.0004953000000000001,0.0005101,0.0001656,0.0,0.000811,0.00043789999999999996,0.0,0.0004383999999999999,0.0,0.0,0.0126515,0.0,7.400000000000001e-06,0.0,0.0,0.0,0.0013437999999999998,0.0,0.0,0.0,0.0002061,0.0001274,0.0206204,0.0,0.0,0.0,0.0138689,0.133682,0.0073678,0.04933219999999999,0.0,4.9000000000000005e-06,0.0,0.0,6.82e-05,5.21e-05,0.0,0.0001186,0.00019930000000000002,0.0,0.0,2.7399999999999995e-05,0.0004298,0.0,0.00010229999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014140000000000001,0.00017219999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081928,0.0,0.0,0.0,0.0,0.0,0.0
PRISM.7862,0.023053,0.0,0.0,0.0,1.9600000000000002e-05,0.0,0.0,0.0,0.0,0.0,3.5499999999999996e-05,0.0,0.005603,0.0,0.0,0.0026246999999999998,0.001902,0.0,0.0086332,0.0020928,0.0,0.014884200000000002,0.0,0.003947699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0004684,0.0,0.0,0.0,0.0029016,0.0161242,0.0284404,0.0,0.0036472,0.0,0.0,0.0016919,0.0,0.0,0.0136489,0.0,0.0,0.0,0.0,0.0,0.0001347,0.0224148,0.0395114,0.0,0.0051223,0.0,0.0033296999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000375,0.0,0.0,0.000919,0.0068187,0.0,0.009404000000000001,6.99e-05,0.0,0.0,9.83e-05,8.68e-05,0.0,0.0,0.0,0.0067543,0.0,0.0,0.0,0.0,0.0,0.0,0.0002414,0.00037569999999999997,0.0003319,0.0473526,0.0072797,0.269543,0.0007119,0.0,0.0066834,0.0,0.0003613,0.0,0.0,0.0,0.0,0.00020030000000000002,0.055070600000000004,0.0295431,0.0005827000000000001,0.020246,0.0,0.007413899999999999,0.0323639,0.0,0.0008404999999999999,0.0,3.59e-05,0.0035804,5.7700000000000007e-05,0.0,0.0,0.0035873000000000003,0.0,0.0021956,0.0,0.0,0.0008098,0.028476099999999997,0.001105,0.0,0.0,0.0,0.0075723,0.0001443,0.0,0.0,0.0003233,0.0,0.12089100000000001,6.75e-05,5.7499999999999995e-05,0.0,0.0,0.0400209,0.0,0.07861019999999999,0.0,0.0,0.0,0.0,8.14e-05,0.0,1.2e-05,0.0,1.7800000000000002e-05,0.0,0.0,0.0,0.00047850000000000003,6.77e-05,2.49e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017519999999999998,0.0,0.0,0.0,0.0,0.0,0.0038546,0.0010763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRISM.7870,0.016496599999999997,0.0,0.0,0.0,0.0396406,0.0,0.0,0.0,0.0,0.0,0.053323199999999994,0.0,0.0027557,0.0,0.0,0.0,2.2e-05,0.0,0.0021714000000000004,0.0016918,0.0118543,0.0,0.0063695,0.0,0.0,0.0,9.8e-05,1.36e-05,0.0,0.0021976,7.730000000000001e-05,1.05e-05,0.0,0.0,0.0,0.011261799999999999,0.0032814999999999997,3.18e-05,0.00043369999999999997,0.0,0.0,0.0,0.0,0.0,0.0012406,0.0,0.0,0.0,0.0,6.829999999999999e-05,0.0,0.0016089000000000001,0.0077821,0.0,0.0008564,0.0,0.0,0.0,0.0,0.0,0.0003868,0.0,0.0,0.0,0.000491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004566,0.0007757,0.0,0.0,0.00042350000000000005,1.85e-05,0.0,0.0006037999999999999,0.0,0.0,0.0,3.05e-05,0.0009895,0.0,4.5600000000000004e-05,0.0001088,0.011697200000000001,0.0,0.0,2.08e-05,0.0,0.0045666000000000005,2.54e-05,8.599999999999999e-06,2.8499999999999998e-05,0.0,0.0693779,0.0,0.0964448,9.259999999999999e-05,0.0018352,0.0005421,0.0,0.0005212000000000001,0.00043,0.0,0.0,0.0,0.025149200000000003,0.002248,0.146507,0.0,0.0,0.0,0.0053095,0.0369453,0.0,0.0,0.0005013999999999999,0.0010007,8.499999999999999e-05,0.0002543,3.1e-06,0.0001588,0.0020391,1.28e-05,0.0005047,0.0,0.000379,0.0120235,0.0038095,0.0005301,0.0,0.008460500000000001,0.0,0.002635,0.0,0.0076093,0.0,0.0003012,0.0,0.023549599999999997,1.58e-05,0.0,0.0017184000000000001,0.0,0.180976,0.0051518,0.128779,0.0,0.0015314999999999999,9.8e-05,0.0,0.0002827,0.0002449,0.0006087000000000001,0.0001016,0.0002466,0.0,0.0399222,9.940000000000002e-05,0.004592000000000001,0.0,5.8099999999999996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008353,5.17e-05,0.0,0.0,0.0,0.0001498,0.00013340000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRISM.7874,0.0,0.0,0.0,0.00019380000000000002,0.0389267,0.0,0.0,0.0,0.0,0.0,0.11445699999999999,0.0,0.004715100000000001,0.043149599999999996,0.0,0.0,9.1e-05,0.0,0.0008230000000000001,0.007504,0.0037939999999999996,0.0097539,0.0037203,0.0,0.0,0.0,0.0,0.0003241,0.0,0.0,0.0010272999999999999,0.0,0.0,3.3e-06,0.0046743,0.0246117,0.0146558,0.0006389,0.008931200000000002,0.0,0.0,0.0010275,0.0015049000000000002,0.0,0.0,0.00021319999999999998,0.0,0.0,0.0,0.009576600000000001,0.0032878,0.0442564,0.0172541,0.0,0.0022657,0.0060659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033339999999999997,9.279999999999999e-05,0.0,0.0,5.98e-05,0.0005685999999999999,2.09e-05,0.0009434,0.0,0.0,0.0,7.42e-05,7.929999999999999e-05,0.0,0.0,0.0,0.0009793,0.0,0.0,6.6e-05,0.0,0.0,0.0,0.0,0.0,0.0011009000000000001,0.035594,0.0054581000000000005,0.0819939,0.0009626,2.7600000000000003e-05,0.0012582000000000001,6.99e-05,0.0001408,0.0,0.0,0.0006391,0.0,0.0002457,0.0157693,0.0517745,0.0031815000000000003,0.0244113,0.0,0.006836399999999999,0.0170166,0.0,0.0,0.0,0.0,0.008707600000000001,2.48e-05,0.0,2.0300000000000002e-05,0.0086706,0.0,0.0003764,0.0,0.0,0.004398300000000001,0.0001413,0.0010567999999999999,0.0,0.0,0.0,0.0003458,2.44e-05,0.0,0.00122,4.79e-05,0.0001651,0.0130388,0.0022584,0.191927,0.0,0.0102694,0.020591099999999998,0.0029355,0.0759778,0.0,0.0,0.0,0.0,0.00027969999999999997,6.39e-05,0.0,0.0,8.39e-05,0.0,0.0,0.0,0.00010429999999999999,0.0,0.0,0.0,0.0,0.0,0.0365083,0.0,0.0,0.0,0.0003253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6399999999999995e-05,0.0011631999999999999,0.000124,0.0,0.0,0.0,0.0003319,0.00028110000000000006,0.0,0.0,0.0,0.0,0.0,1.8000000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0
PRISM.7875,0.0,0.0,0.0,0.0,0.0032459000000000003,0.0,0.0,0.0,0.0,0.0,0.030951599999999996,0.007651000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0005078999999999999,0.0,0.0,0.0,0.0,0.0007534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021296999999999996,0.0,0.0,0.0,0.0010661,0.0,0.0,0.0,0.0011010999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017545000000000002,0.0,0.007036199999999999,0.0,0.0,0.0604548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008416,0.0,0.0,0.0097712,0.0,0.004347600000000001,0.0,0.0,0.00016319999999999998,0.0,0.0,0.0,0.0,0.171619,0.0,0.0102546,0.0,0.0,0.0,0.0087938,0.0,0.0,0.0,0.0,0.0099955,0.0,0.0,0.0,0.0011030999999999999,0.0273448,0.0,0.0,0.0,0.0,0.0229302,0.008218799999999998,0.0,0.13667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409872,0.0,0.0,0.0,0.0,0.0,0.0,0.011065700000000001,0.0,0.0017715999999999997,0.0,0.0,0.0,0.0,0.0,0.008613899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019254,0.0,0.0049177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073778,0.0,0.0,0.0,0.0,0.0,0.0,0.0029246,0.0,0.0,0.0,0.0,0.0,0.0
PRISM.7879,0.0272332,0.0,0.0,0.0,0.0453246,0.0,0.0,0.0,0.0,0.0,0.00025069999999999997,0.0,0.0012862,0.0555175,0.0,0.0,7.8e-06,0.0,0.0,0.00012649999999999998,0.0,0.016568799999999998,0.0011665999999999998,0.0,0.0,0.0013734,0.0,0.0,0.0005775,0.0005502999999999999,0.0039528,0.0,0.0,0.0,0.0,0.0222855,0.0011535,0.0008058,0.0060661000000000005,0.014600299999999998,0.0,0.0084238,0.0,0.0037347,0.0127954,0.0,0.0017370999999999999,0.0047089,0.0437382,0.0010603,0.0025909,0.0018062999999999998,0.0356524,0.0009619,0.023828099999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035191000000000003,0.0,0.0,0.0,0.00035810000000000003,0.0019942999999999996,3.97e-05,0.0015000999999999999,5.8899999999999995e-05,0.0,6.1e-06,0.0,3.18e-05,0.0,0.0,0.0,0.0006976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148716,0.0091489,0.0036475,0.0379606,3.45e-05,0.0,0.0,0.0,0.0018666,0.0,0.0,6.39e-05,0.0,7.35e-05,0.0189143,0.0139995,0.0020569000000000004,0.007317399999999999,0.066697,0.0090583,0.0005511,0.0,0.0001807,0.0,0.0,0.0013399,0.00012090000000000001,0.0,0.0,0.0006678999999999999,0.0,0.0002655,0.0030123000000000003,0.0,0.030337799999999998,0.0027335000000000003,0.0001554,0.0,0.0,0.0,0.0039091,0.0,0.0,0.0,0.0002463,0.0,0.086753,0.0,4.6500000000000005e-05,0.010285899999999999,0.0256068,0.0308126,0.0,0.19864400000000002,0.0,0.0,0.0,0.0,2.12e-05,0.0001691,0.0,0.0,0.00021690000000000001,0.0,0.0,0.0,0.0004146,0.00018790000000000001,0.0,0.00011140000000000001,0.0007303,0.0,0.0,0.0,0.0288363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8200000000000005e-05,0.0006187,0.0,0.0079421,0.00027110000000000003,0.0078269,0.0,0.0,0.0,9.85e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRISM.7897,0.0,0.0,2.7399999999999995e-05,0.0081534,0.24144200000000002,0.0,0.116219,0.0,6.5000000000000004e-06,0.0,0.137793,0.0472562,0.0014116,0.036430699999999996,0.0,0.0,7.43e-05,0.0,0.0004252,0.0013555,0.0,0.0,0.0,0.0,0.0,0.0003843,0.0,0.0,2.72e-05,0.00022109999999999998,0.0003369,0.0,0.0,0.0,3.6000000000000003e-06,0.0005399,0.0012763,1.6100000000000002e-05,0.0,0.0,0.0,0.0,6.92e-05,0.0,0.0,0.0,0.0,0.0,0.017652200000000003,9.14e-05,0.0,0.0013275000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007543,0.000375,0.0,0.0001354,0.0019267,0.0002556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008802299999999999,0.0365168,0.0486075,0.0036688000000000003,0.0044608,0.0050982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77e-05,0.0011282,0.0166213,0.0033571999999999994,0.027571299999999997,2.0300000000000002e-05,0.0,0.0026265,0.0,0.001506,0.0,0.0,0.0001025,0.0,0.00026389999999999996,0.0046355,0.004742199999999999,0.0019366,0.013615799999999999,0.0,0.0100275,0.026922500000000002,0.0,0.000386,0.0,0.0005446,3.6000000000000003e-06,0.0,0.0,0.0,0.0020556,0.0,3.6000000000000003e-06,0.0023228000000000003,0.0,0.00025540000000000003,0.0039673,0.0048797,0.0,0.0,0.0,0.0001335,0.0016902000000000002,0.0,0.0018170000000000003,0.0,0.0,0.037248199999999995,0.0,0.0,0.0,0.0,0.0205364,0.0,0.008417000000000001,0.0,8.09e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026370400000000002,0.001525,0.0,5e-06,2.7000000000000002e-05,0.0011562999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009507999999999999,0.0005091000000000001,0.000976,0.0052615000000000006,0.0,0.0001153,0.0003022,0.0,0.0001439,0.0,0.0,0.0,0.0,0.0015821,0.0002512,0.0,0.0,8.08e-05,0.0,0.0038784999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRISM.7899,0.0094226,0.0,0.0,0.0,1.28e-05,0.0,0.0,0.0,0.0,0.0,1.7899999999999998e-05,0.0,0.005078,0.0,0.0,0.0,4.39e-05,0.0,0.0004203,0.00031460000000000006,0.0,0.006815000000000001,0.0,0.0071664,0.0,0.0012901,0.0,0.0,0.0,0.0,0.006656699999999999,0.0,0.0042159,0.216389,0.0,7.2999999999999996e-06,0.016487400000000003,0.0,0.0,0.0,0.0,0.0,0.0172185,0.0,0.026745400000000003,0.0,0.0017741,0.0079378,0.0,0.0006941,0.0,0.0026420000000000003,0.048462,4.83e-05,0.0120816,0.0,0.0081957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007323,0.0013965,0.0,0.0017442,0.0,0.0,0.0,0.0,1.27e-05,0.0,0.0,4.54e-05,0.0027102,0.0,0.0,0.0,0.0,0.0,0.00011499999999999999,0.0,0.00014319999999999998,0.0,0.014686700000000002,0.0108444,0.165785,0.000262,2.15e-05,0.0005772,0.0,0.0012085999999999998,0.0,0.0,0.0,0.0,0.0004109,0.0141558,0.029404900000000005,0.0029462,0.0119742,0.0,0.0024695,0.0117067,0.0,0.0,0.000122,0.0020142,0.0007065999999999999,0.0,0.0,0.0,0.0007462,0.0,0.0007815000000000001,0.0,0.0,0.0045934,0.0,0.0008272,0.0,0.0,0.0,0.0105687,0.0,0.0,0.0,0.0001238,0.00025299999999999997,0.0724765,4.5299999999999997e-05,0.0437329,0.0011022,0.0,0.0474797,0.0,0.10897000000000001,0.0,0.0,0.0,0.0,5.03e-05,3.6000000000000003e-06,0.0,7.499999999999999e-06,8.04e-05,0.0,0.0,0.0,0.00019130000000000001,0.0001742,0.0,0.0,0.0,0.0,0.0194192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015475999999999999,0.0012564,0.0,0.0051043,0.0034989000000000005,0.0,0.0,0.0,9.23e-05,0.00025760000000000003,0.0,0.0,0.0,0.0,0.0,1.36e-05,0.0,0.0,0.0,0.0,0.0,0.0
PRISM.7904,0.0,0.0,0.0,0.0015925000000000002,0.0,0.0,0.0,1.3500000000000001e-05,0.0,0.0,0.0,0.0,0.0063506,0.015277200000000001,0.0,0.0,0.00019409999999999997,0.0,0.001206,0.0013917,0.0,0.0,0.0006435,0.0043292,0.0,0.0,0.0,0.010997700000000001,0.0,0.0,0.0266789,0.0,0.0,0.0037411000000000002,0.0167755,0.020906599999999997,0.0082057,0.0090326,0.0,0.0,0.0,0.0,0.0102979,0.0,0.0,0.0,0.0,0.0,0.0,0.0097111,0.0,0.041625800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003582,0.0006573999999999999,0.0,0.0,0.0005246000000000001,0.001605,7.780000000000001e-05,9.350000000000001e-05,4.44e-05,0.0,4.6399999999999996e-05,6.01e-05,0.00019559999999999998,0.0,0.0002198,0.0005609,0.043654000000000005,0.001274,0.0,0.0,0.0,0.0,0.00011679999999999999,0.0003016,0.0,0.0005797,0.028879000000000002,0.0015761,0.24495100000000003,0.0,0.0,0.0062369,0.0,0.0012230000000000001,0.0,0.0,0.0,0.0,0.0113425,0.0072803,0.0072046,0.0025050000000000003,0.0192738,0.0,0.0060145,0.0049175,0.0,0.0,0.0,0.0,7.11e-05,0.0001908,0.0,0.0,0.006487899999999999,0.0,0.0001123,0.012465200000000001,0.0,0.004656,0.0,0.029521600000000002,0.0,0.0,0.0,0.0016852,0.0019008,0.0,0.0009245,0.0,0.0014937000000000001,0.08674989999999999,0.000127,0.0,0.0,0.0,0.0484866,0.0,0.11776700000000001,0.0,0.00031489999999999996,2.11e-05,0.0,0.0001652,6.69e-05,0.0,0.0,0.00027489999999999996,0.0,0.0,0.0,0.0008799,0.0,0.000184,0.0,0.0,0.0,0.10353399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0001484,3.41e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027069999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
